school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
02190405,2011.0,183.0,87.0,120.0,57.0,63.0,30.0,24.0,11.0,3.0,1.0,210.0,95.4,72.0,205.0,139.0,76.0,55.0,30.0,84.0,46.0,37.0,20.0,7.0,4.0,183.0,89.8,38.0,178.0,134.0,73.0,52.0,28.0,82.0,45.0,40.0,22.0,9.0,5.0,183.0,88.5,33.0,183.0,0,0,0,0,0,0,0,0,0
02200305,2011.0,137.0,62.0,55.0,25.0,82.0,37.0,54.0,25.0,29.0,13.0,220.0,82.6,46.5,202.0,130.0,52.0,55.0,22.0,75.0,30.0,74.0,30.0,42.0,17.0,246.0,75.8,57.0,241.0,122.0,46.0,39.0,15.0,83.0,31.0,91.0,34.0,53.0,20.0,266.0,71.9,56.0,255.0,0,0,0,0,0,0,0,0,0
02210005,2011.0,41.0,68.0,23.0,38.0,18.0,30.0,15.0,25.0,5.0,8.0,61.0,86.5,66.0,58.0,27.0,54.0,4.0,8.0,23.0,46.0,18.0,36.0,5.0,10.0,50.0,80.0,40.0,45.0,37.0,71.0,22.0,42.0,15.0,29.0,12.0,23.0,3.0,6.0,52.0,86.5,78.0,49.0,0,0,0,0,0,0,0,0,0
02230003,2011.0,47.0,48.0,16.0,16.0,31.0,32.0,39.0,40.0,11.0,11.0,97.0,78.4,52.5,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02260405,2011.0,96.0,67.0,43.0,30.0,53.0,37.0,38.0,27.0,9.0,6.0,143.0,86.4,70.0,137.0,94.0,55.0,39.0,23.0,55.0,32.0,56.0,33.0,21.0,12.0,171.0,79.8,56.0,170.0,76.0,48.0,26.0,16.0,50.0,32.0,50.0,32.0,32.0,20.0,158.0,72.2,41.5,150.0,0,0,0,0,0,0,0,0,0
02270305,2011.0,82.0,62.0,29.0,22.0,53.0,40.0,28.0,21.0,22.0,17.0,132.0,79.5,60.0,126.0,80.0,61.0,27.0,21.0,53.0,40.0,32.0,24.0,19.0,15.0,131.0,82.3,63.0,123.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
02270505,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,39.0,22.0,19.0,23.0,20.0,43.0,37.0,29.0,25.0,117.0,66.5,30.0,111.0,1,1,1,1,1,1,0,0,0
02290305,2011.0,253.0,56.0,102.0,23.0,151.0,33.0,129.0,28.0,71.0,16.0,453.0,78.3,45.0,437.0,191.0,42.0,54.0,12.0,137.0,30.0,154.0,34.0,109.0,24.0,454.0,68.6,45.0,439.0,234.0,51.0,107.0,23.0,127.0,28.0,128.0,28.0,94.0,21.0,456.0,73.8,51.0,433.0,0,0,0,0,0,0,0,0,0
02300005,2011.0,14.0,61.0,6.0,26.0,8.0,35.0,9.0,39.0,0.0,0.0,23.0,87.0,64.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02310003,2011.0,70.0,63.0,40.0,36.0,30.0,27.0,29.0,26.0,11.0,10.0,110.0,83.9,71.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02310010,2011.0,49.0,73.0,27.0,40.0,22.0,33.0,12.0,18.0,6.0,9.0,67.0,85.8,57.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02310015,2011.0,75.0,79.0,39.0,41.0,36.0,38.0,15.0,16.0,6.0,6.0,96.0,91.7,58.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02310305,2011.0,,,,,,,,,,,,,,,161.0,62.0,44.0,17.0,117.0,45.0,68.0,26.0,29.0,11.0,258.0,81.8,46.0,252.0,196.0,71.0,105.0,38.0,91.0,33.0,61.0,22.0,16.0,6.0,273.0,86.9,67.0,270.0,1,1,1,0,0,0,0,0,0
02340005,2011.0,9.0,65.0,5.0,36.0,4.0,29.0,3.0,21.0,2.0,14.0,14.0,82.1,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1
02360305,2011.0,145.0,68.0,58.0,27.0,87.0,41.0,46.0,22.0,20.0,9.0,211.0,88.7,73.0,192.0,99.0,56.0,23.0,13.0,76.0,43.0,49.0,28.0,27.0,15.0,175.0,81.9,63.0,158.0,95.0,46.0,37.0,18.0,58.0,28.0,77.0,37.0,38.0,18.0,210.0,73.8,60.0,200.0,0,0,0,0,0,0,0,0,0
02360310,2011.0,125.0,63.0,41.0,21.0,84.0,42.0,49.0,25.0,26.0,13.0,200.0,83.6,40.5,184.0,99.0,47.0,34.0,16.0,65.0,31.0,68.0,33.0,41.0,20.0,208.0,75.2,56.0,197.0,103.0,50.0,45.0,22.0,58.0,28.0,68.0,33.0,33.0,16.0,204.0,75.1,52.0,198.0,0,0,0,0,0,0,0,0,0
02380005,2011.0,70.0,66.0,34.0,32.0,36.0,34.0,22.0,21.0,13.0,12.0,105.0,84.5,60.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02390305,2011.0,119.0,67.0,42.0,24.0,77.0,43.0,39.0,22.0,20.0,11.0,178.0,85.7,51.5,172.0,78.0,41.0,19.0,10.0,59.0,31.0,68.0,36.0,43.0,23.0,189.0,71.2,33.0,179.0,114.0,52.0,39.0,18.0,75.0,34.0,72.0,33.0,32.0,15.0,218.0,76.0,61.0,210.0,0,0,0,0,0,0,0,0,0
02390405,2011.0,194.0,55.0,67.0,19.0,127.0,36.0,100.0,28.0,59.0,17.0,353.0,77.5,34.0,347.0,176.0,42.0,51.0,12.0,125.0,30.0,155.0,38.0,80.0,19.0,411.0,70.4,39.0,402.0,215.0,60.0,96.0,27.0,119.0,33.0,94.0,26.0,52.0,14.0,361.0,79.2,63.5,350.0,0,0,0,0,0,0,0,0,0
02400010,2011.0,15.0,49.0,7.0,23.0,8.0,26.0,15.0,48.0,1.0,3.0,31.0,81.5,58.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02430305,2011.0,116.0,76.0,43.0,28.0,73.0,48.0,17.0,11.0,19.0,13.0,152.0,86.7,75.0,135.0,69.0,51.0,31.0,23.0,38.0,28.0,43.0,32.0,23.0,17.0,135.0,75.4,61.0,125.0,84.0,56.0,35.0,23.0,49.0,33.0,49.0,33.0,17.0,11.0,150.0,80.2,46.0,142.0,0,0,0,0,0,0,0,0,0
02430310,2011.0,44.0,54.0,13.0,16.0,31.0,38.0,25.0,30.0,13.0,16.0,82.0,79.0,40.5,74.0,54.0,51.0,19.0,18.0,35.0,33.0,31.0,29.0,22.0,21.0,107.0,75.5,61.0,98.0,34.0,34.0,9.0,9.0,25.0,25.0,34.0,33.0,34.0,33.0,102.0,63.7,22.0,97.0,0,0,0,0,0,0,0,0,0
02430315,2011.0,126.0,68.0,84.0,45.0,42.0,23.0,41.0,22.0,19.0,10.0,186.0,83.9,36.0,172.0,105.0,57.0,46.0,25.0,59.0,32.0,50.0,27.0,32.0,17.0,187.0,76.6,45.5,180.0,106.0,61.0,47.0,27.0,59.0,34.0,44.0,25.0,24.0,14.0,174.0,79.9,54.0,167.0,0,0,0,0,0,0,0,0,0
02430320,2011.0,43.0,50.0,14.0,16.0,29.0,34.0,18.0,21.0,25.0,29.0,86.0,70.3,67.0,82.0,30.0,42.0,8.0,11.0,22.0,31.0,23.0,32.0,19.0,26.0,72.0,67.7,72.0,64.0,27.0,34.0,8.0,10.0,19.0,24.0,27.0,34.0,25.0,32.0,79.0,63.0,33.5,70.0,0,0,0,0,0,0,0,0,0
02430325,2011.0,32.0,36.0,9.0,10.0,23.0,26.0,29.0,33.0,28.0,31.0,89.0,64.3,43.0,83.0,30.0,33.0,6.0,7.0,24.0,26.0,26.0,29.0,35.0,38.0,91.0,56.9,47.0,87.0,32.0,35.0,13.0,14.0,19.0,21.0,24.0,26.0,36.0,39.0,92.0,57.1,49.0,90.0,0,0,0,0,0,0,0,0,0
02440410,2011.0,,,,,,,,,,,,,,,66.0,29.0,16.0,7.0,50.0,22.0,78.0,34.0,85.0,37.0,229.0,59.3,40.0,208.0,96.0,44.0,31.0,14.0,65.0,30.0,65.0,30.0,55.0,25.0,216.0,69.6,71.5,196.0,1,1,1,0,0,0,0,0,0
02460305,2011.0,130.0,80.0,72.0,44.0,58.0,36.0,25.0,15.0,7.0,4.0,162.0,92.7,60.0,159.0,120.0,74.0,55.0,34.0,65.0,40.0,31.0,19.0,12.0,7.0,163.0,87.3,57.0,161.0,125.0,78.0,62.0,39.0,63.0,39.0,24.0,15.0,12.0,7.0,161.0,88.8,47.5,158.0,0,0,0,0,0,0,0,0,0
02460310,2011.0,176.0,79.0,91.0,41.0,85.0,38.0,40.0,18.0,7.0,3.0,223.0,91.0,66.0,220.0,141.0,76.0,72.0,39.0,69.0,37.0,38.0,20.0,7.0,4.0,186.0,90.1,65.0,183.0,136.0,76.0,64.0,36.0,72.0,40.0,34.0,19.0,8.0,4.0,178.0,89.9,38.0,175.0,0,0,0,0,0,0,0,0,0
02480014,2011.0,101.0,61.0,30.0,18.0,71.0,43.0,36.0,22.0,29.0,17.0,166.0,82.2,37.0,151.0,68.0,42.0,24.0,15.0,44.0,27.0,56.0,34.0,40.0,24.0,164.0,70.3,39.0,152.0,88.0,59.0,43.0,29.0,45.0,30.0,28.0,19.0,32.0,22.0,148.0,77.0,64.0,143.0,0,0,0,0,0,0,0,0,0
02480057,2011.0,75.0,49.0,21.0,14.0,54.0,35.0,43.0,28.0,36.0,23.0,154.0,71.4,29.0,144.0,56.0,41.0,15.0,11.0,41.0,30.0,42.0,30.0,40.0,29.0,138.0,65.6,46.0,126.0,46.0,38.0,16.0,13.0,30.0,25.0,50.0,42.0,24.0,20.0,120.0,67.9,65.0,113.0,0,0,0,0,0,0,0,0,0
02480305,2011.0,67.0,46.0,23.0,16.0,44.0,30.0,62.0,42.0,17.0,12.0,146.0,75.0,51.0,141.0,87.0,58.0,30.0,20.0,57.0,38.0,44.0,29.0,19.0,13.0,150.0,79.8,71.5,144.0,47.0,37.0,9.0,7.0,38.0,30.0,53.0,41.0,28.0,22.0,128.0,68.8,37.0,126.0,0,0,0,0,0,0,0,0,0
02490005,2011.0,15.0,60.0,6.0,24.0,9.0,36.0,7.0,28.0,3.0,12.0,25.0,81.0,46.0,25.0,10.0,43.0,3.0,13.0,7.0,30.0,7.0,30.0,6.0,26.0,23.0,70.7,53.0,22.0,10.0,63.0,3.0,19.0,7.0,44.0,4.0,25.0,2.0,13.0,16.0,90.6,,14.0,0,0,0,0,0,0,0,1,0
02500005,2011.0,67.0,83.0,37.0,46.0,30.0,37.0,13.0,16.0,1.0,1.0,81.0,93.8,73.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02510305,2011.0,73.0,42.0,24.0,14.0,49.0,28.0,66.0,38.0,36.0,21.0,175.0,71.7,27.0,163.0,64.0,37.0,18.0,10.0,46.0,27.0,55.0,32.0,53.0,31.0,172.0,65.6,48.0,163.0,76.0,42.0,24.0,13.0,52.0,29.0,55.0,31.0,47.0,26.0,178.0,69.0,53.0,172.0,0,0,0,0,0,0,0,0,0
02520305,2011.0,53.0,67.0,23.0,29.0,30.0,38.0,16.0,20.0,11.0,14.0,80.0,85.0,59.0,75.0,53.0,67.0,26.0,33.0,27.0,34.0,19.0,24.0,7.0,9.0,79.0,83.9,57.0,79.0,64.0,78.0,31.0,38.0,33.0,40.0,13.0,16.0,5.0,6.0,82.0,90.2,66.0,77.0,0,0,0,0,0,0,0,0,0
02580025,2011.0,17.0,33.0,4.0,8.0,13.0,25.0,14.0,27.0,21.0,40.0,52.0,58.7,41.0,51.0,20.0,40.0,4.0,8.0,16.0,32.0,20.0,40.0,10.0,20.0,50.0,71.5,65.5,48.0,19.0,37.0,3.0,6.0,16.0,31.0,17.0,33.0,16.0,31.0,52.0,66.8,60.5,48.0,0,0,0,0,0,0,0,0,0
02580050,2011.0,28.0,72.0,11.0,28.0,17.0,44.0,5.0,13.0,6.0,15.0,39.0,83.3,56.5,38.0,16.0,45.0,5.0,14.0,11.0,31.0,10.0,29.0,9.0,26.0,35.0,68.6,23.0,35.0,13.0,34.0,3.0,8.0,10.0,26.0,12.0,31.0,14.0,36.0,39.0,59.0,17.0,35.0,0,0,0,0,0,0,0,0,0
02580305,2011.0,73.0,43.0,32.0,19.0,41.0,24.0,32.0,19.0,64.0,38.0,169.0,67.0,42.0,154.0,76.0,36.0,21.0,10.0,55.0,26.0,51.0,24.0,88.0,41.0,215.0,62.3,50.0,199.0,84.0,34.0,25.0,10.0,59.0,24.0,70.0,29.0,87.0,36.0,241.0,60.9,35.0,229.0,0,0,0,0,0,0,0,0,0
02610005,2011.0,65.0,72.0,36.0,40.0,29.0,32.0,22.0,24.0,4.0,4.0,91.0,88.7,45.5,88.0,64.0,74.0,32.0,37.0,32.0,37.0,19.0,22.0,3.0,3.0,86.0,89.8,64.0,83.0,70.0,80.0,48.0,55.0,22.0,25.0,16.0,18.0,1.0,1.0,87.0,91.7,76.0,87.0,0,0,0,0,0,0,0,0,0
02610010,2011.0,74.0,77.0,34.0,35.0,40.0,42.0,13.0,14.0,9.0,9.0,96.0,89.8,73.5,88.0,56.0,70.0,20.0,25.0,36.0,45.0,18.0,23.0,6.0,8.0,80.0,88.4,70.0,76.0,60.0,56.0,36.0,34.0,24.0,22.0,33.0,31.0,14.0,13.0,107.0,81.3,61.0,99.0,0,0,0,0,0,0,0,0,0
02610025,2011.0,56.0,68.0,19.0,23.0,37.0,45.0,21.0,25.0,6.0,7.0,83.0,85.8,48.0,83.0,63.0,69.0,25.0,27.0,38.0,42.0,21.0,23.0,7.0,8.0,91.0,86.3,61.0,90.0,70.0,62.0,28.0,25.0,42.0,37.0,37.0,32.0,7.0,6.0,114.0,82.2,43.5,110.0,0,0,0,0,0,0,0,0,0
02620305,2011.0,138.0,59.0,52.0,22.0,86.0,37.0,63.0,27.0,33.0,14.0,234.0,81.3,61.0,231.0,90.0,41.0,24.0,11.0,66.0,30.0,80.0,36.0,53.0,24.0,223.0,67.8,37.5,218.0,100.0,42.0,31.0,13.0,69.0,29.0,94.0,40.0,43.0,18.0,237.0,70.1,38.0,235.0,0,0,0,0,0,0,0,0,0
02640007,2011.0,59.0,77.0,33.0,43.0,26.0,34.0,14.0,18.0,3.0,4.0,76.0,91.4,41.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02640010,2011.0,51.0,80.0,26.0,41.0,25.0,39.0,8.0,13.0,5.0,8.0,64.0,92.6,34.5,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02640015,2011.0,68.0,79.0,33.0,38.0,35.0,41.0,15.0,17.0,3.0,3.0,86.0,93.0,45.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02640020,2011.0,56.0,78.0,28.0,39.0,28.0,39.0,11.0,15.0,5.0,7.0,72.0,89.9,41.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02640305,2011.0,,,,,,,,,,,,,,,192.0,80.0,98.0,41.0,94.0,39.0,36.0,15.0,11.0,5.0,239.0,91.6,65.0,232.0,202.0,78.0,106.0,41.0,96.0,37.0,42.0,16.0,13.0,5.0,257.0,90.2,58.0,251.0,1,1,1,0,0,0,0,0,0
02650405,2011.0,92.0,56.0,28.0,17.0,64.0,39.0,56.0,34.0,15.0,9.0,163.0,81.4,41.5,158.0,110.0,63.0,49.0,28.0,61.0,35.0,44.0,25.0,22.0,13.0,176.0,81.7,65.0,168.0,113.0,63.0,52.0,29.0,61.0,34.0,49.0,27.0,19.0,10.0,181.0,81.8,55.0,174.0,0,0,0,0,0,0,0,0,0
02660305,2011.0,194.0,79.0,110.0,45.0,84.0,34.0,34.0,14.0,16.0,7.0,244.0,90.9,59.0,233.0,197.0,66.0,96.0,32.0,101.0,34.0,68.0,23.0,35.0,12.0,300.0,82.4,39.0,295.0,193.0,76.0,120.0,47.0,73.0,29.0,51.0,20.0,11.0,4.0,255.0,88.8,51.0,251.0,0,0,0,0,0,0,0,0,0
02710030,2011.0,,,,,,,,,,,,,,,331.0,78.0,187.0,44.0,144.0,34.0,70.0,17.0,23.0,5.0,424.0,90.3,55.0,411.0,357.0,76.0,220.0,47.0,137.0,29.0,73.0,16.0,36.0,8.0,466.0,88.4,50.0,450.0,1,1,1,0,0,0,0,0,0
02710305,2011.0,379.0,83.0,251.0,55.0,128.0,28.0,53.0,12.0,23.0,5.0,455.0,92.2,65.0,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02720005,2011.0,12.0,86.0,7.0,50.0,5.0,36.0,2.0,14.0,0.0,0.0,14.0,94.6,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1
02730305,2011.0,117.0,60.0,35.0,18.0,82.0,42.0,60.0,31.0,18.0,9.0,195.0,82.7,40.0,163.0,107.0,54.0,38.0,19.0,69.0,35.0,58.0,29.0,34.0,17.0,199.0,75.8,56.5,198.0,109.0,62.0,53.0,30.0,56.0,32.0,44.0,25.0,24.0,14.0,177.0,80.1,67.0,174.0,0,0,0,0,0,0,0,0,0
02740015,2011.0,18.0,72.0,9.0,36.0,9.0,36.0,5.0,20.0,2.0,8.0,25.0,88.0,74.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02740075,2011.0,37.0,52.0,17.0,24.0,20.0,28.0,17.0,24.0,17.0,24.0,71.0,73.2,52.5,70.0,10.0,22.0,4.0,9.0,6.0,13.0,10.0,21.0,27.0,57.0,47.0,47.3,30.0,46.0,8.0,20.0,4.0,10.0,4.0,10.0,16.0,39.0,17.0,41.0,41.0,50.6,35.5,40.0,0,0,0,0,0,0,0,0,0
02740083,2011.0,26.0,52.0,16.0,32.0,10.0,20.0,10.0,20.0,14.0,28.0,50.0,74.0,46.5,44.0,27.0,47.0,8.0,14.0,19.0,33.0,14.0,24.0,17.0,29.0,58.0,68.5,75.0,57.0,33.0,60.0,15.0,27.0,18.0,33.0,9.0,16.0,13.0,24.0,55.0,76.8,57.5,54.0,0,0,0,0,0,0,0,0,0
02740087,2011.0,24.0,58.0,12.0,29.0,12.0,29.0,12.0,29.0,6.0,14.0,42.0,78.0,61.0,41.0,17.0,47.0,1.0,3.0,16.0,44.0,12.0,33.0,7.0,19.0,36.0,70.8,69.0,35.0,14.0,42.0,8.0,24.0,6.0,18.0,13.0,39.0,6.0,18.0,33.0,68.2,42.5,32.0,0,0,0,0,0,0,0,0,0
02740111,2011.0,26.0,45.0,8.0,14.0,18.0,31.0,18.0,31.0,15.0,25.0,59.0,70.8,51.0,56.0,18.0,32.0,3.0,5.0,15.0,27.0,22.0,39.0,16.0,29.0,56.0,62.9,31.5,56.0,25.0,47.0,6.0,11.0,19.0,36.0,17.0,32.0,11.0,21.0,53.0,70.3,50.0,50.0,0,0,0,0,0,0,0,0,0
02740115,2011.0,14.0,48.0,4.0,14.0,10.0,34.0,10.0,34.0,5.0,17.0,29.0,76.7,45.0,28.0,12.0,43.0,5.0,18.0,7.0,25.0,12.0,43.0,4.0,14.0,28.0,74.1,52.0,27.0,11.0,32.0,2.0,6.0,9.0,26.0,15.0,43.0,9.0,26.0,35.0,69.3,38.5,32.0,0,0,0,0,0,0,0,0,0
02740120,2011.0,15.0,38.0,7.0,18.0,8.0,20.0,15.0,38.0,10.0,25.0,40.0,69.4,73.0,35.0,13.0,26.0,4.0,8.0,9.0,18.0,14.0,28.0,23.0,46.0,50.0,54.0,39.5,42.0,13.0,25.0,6.0,12.0,7.0,13.0,15.0,29.0,24.0,46.0,52.0,52.4,53.5,46.0,0,0,0,0,0,0,0,0,0
02750005,2011.0,65.0,76.0,17.0,20.0,48.0,56.0,12.0,14.0,9.0,10.0,86.0,88.1,44.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02760305,2011.0,129.0,77.0,59.0,35.0,70.0,42.0,31.0,19.0,7.0,4.0,167.0,90.6,49.5,164.0,96.0,62.0,37.0,24.0,59.0,38.0,43.0,28.0,17.0,11.0,156.0,81.9,38.0,152.0,109.0,63.0,48.0,28.0,61.0,35.0,47.0,27.0,16.0,9.0,172.0,82.7,52.0,170.0,0,0,0,0,0,0,0,0,0
02770415,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
02780305,2011.0,83.0,52.0,29.0,18.0,54.0,34.0,47.0,29.0,30.0,19.0,160.0,75.9,38.0,155.0,77.0,50.0,29.0,19.0,48.0,31.0,43.0,28.0,36.0,23.0,156.0,71.2,53.0,147.0,70.0,44.0,26.0,16.0,44.0,28.0,48.0,30.0,42.0,26.0,160.0,68.0,45.0,158.0,0,0,0,0,0,0,0,0,0
02810095,2011.0,14.0,49.0,6.0,21.0,8.0,28.0,11.0,38.0,4.0,14.0,29.0,77.6,90.0,29.0,13.0,54.0,2.0,8.0,11.0,46.0,9.0,38.0,2.0,8.0,24.0,79.2,96.0,22.0,9.0,53.0,4.0,24.0,5.0,29.0,3.0,18.0,5.0,29.0,17.0,69.1,,17.0,0,0,0,0,0,0,0,1,0
02810205,2011.0,30.0,32.0,5.0,5.0,25.0,27.0,33.0,35.0,31.0,33.0,94.0,61.7,13.0,90.0,14.0,15.0,3.0,3.0,11.0,12.0,42.0,44.0,39.0,41.0,95.0,51.1,23.5,94.0,29.0,31.0,13.0,14.0,16.0,17.0,37.0,39.0,29.0,31.0,95.0,60.5,48.0,93.0,0,0,0,0,0,0,0,0,0
02810310,2011.0,62.0,23.0,11.0,4.0,51.0,19.0,52.0,19.0,161.0,59.0,275.0,48.4,21.0,249.0,50.0,18.0,12.0,4.0,38.0,14.0,58.0,21.0,165.0,60.0,273.0,46.4,35.0,243.0,47.0,17.0,16.0,6.0,31.0,11.0,57.0,21.0,168.0,62.0,272.0,46.5,38.5,244.0,0,0,0,0,0,0,0,0,0
02810320,2011.0,26.0,19.0,9.0,7.0,17.0,12.0,53.0,38.0,59.0,43.0,138.0,55.3,27.0,125.0,12.0,10.0,2.0,2.0,10.0,8.0,30.0,24.0,82.0,66.0,124.0,45.0,33.5,112.0,24.0,20.0,6.0,5.0,18.0,15.0,33.0,28.0,62.0,52.0,119.0,53.6,62.0,105.0,0,0,0,0,0,0,0,0,0
02810325,2011.0,60.0,29.0,21.0,10.0,39.0,19.0,68.0,33.0,77.0,38.0,205.0,59.4,44.0,184.0,40.0,18.0,3.0,1.0,37.0,17.0,66.0,31.0,106.0,50.0,212.0,49.8,35.0,187.0,52.0,21.0,11.0,4.0,41.0,17.0,60.0,24.0,134.0,54.0,246.0,49.0,35.0,219.0,0,0,0,0,0,0,0,0,0
02810328,2011.0,46.0,22.0,9.0,4.0,37.0,18.0,65.0,31.0,98.0,47.0,209.0,51.3,32.0,192.0,18.0,10.0,2.0,1.0,16.0,9.0,39.0,22.0,123.0,68.0,180.0,38.6,36.0,163.0,23.0,14.0,7.0,4.0,16.0,10.0,44.0,27.0,94.0,58.0,161.0,42.4,42.0,147.0,0,0,0,0,0,0,0,0,0
02810330,2011.0,40.0,16.0,5.0,2.0,35.0,14.0,68.0,28.0,135.0,56.0,243.0,45.9,15.0,227.0,29.0,13.0,4.0,2.0,25.0,11.0,62.0,27.0,142.0,61.0,233.0,41.4,33.5,214.0,20.0,9.0,5.0,2.0,15.0,7.0,60.0,29.0,129.0,62.0,209.0,39.2,31.0,196.0,0,0,0,0,0,0,0,0,0
02810340,2011.0,53.0,18.0,9.0,3.0,44.0,15.0,120.0,41.0,120.0,41.0,293.0,53.2,24.0,261.0,29.0,10.0,0.0,0.0,29.0,10.0,92.0,30.0,181.0,60.0,302.0,43.5,31.0,258.0,53.0,18.0,9.0,3.0,44.0,15.0,89.0,30.0,155.0,52.0,297.0,51.2,36.0,256.0,0,0,0,0,0,0,0,0,0
02810345,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
02810350,2011.0,15.0,20.0,3.0,4.0,12.0,16.0,28.0,36.0,34.0,44.0,77.0,52.6,8.5,76.0,19.0,21.0,3.0,3.0,16.0,18.0,27.0,30.0,43.0,48.0,89.0,48.9,22.5,86.0,17.0,25.0,4.0,6.0,13.0,19.0,25.0,36.0,27.0,39.0,69.0,52.9,36.0,69.0,0,0,0,0,0,0,0,0,0
02810355,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
02810360,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
02840405,2011.0,120.0,61.0,45.0,23.0,75.0,38.0,59.0,30.0,21.0,11.0,200.0,83.0,33.0,194.0,66.0,37.0,12.0,7.0,54.0,30.0,75.0,41.0,41.0,23.0,182.0,67.0,49.5,178.0,132.0,68.0,64.0,33.0,68.0,35.0,39.0,20.0,24.0,12.0,195.0,83.7,83.0,191.0,0,0,0,0,0,0,0,0,0
02850405,2011.0,180.0,61.0,82.0,28.0,98.0,33.0,84.0,28.0,31.0,11.0,295.0,82.2,55.0,289.0,159.0,54.0,56.0,19.0,103.0,35.0,78.0,27.0,54.0,19.0,291.0,75.9,36.5,284.0,166.0,60.0,87.0,31.0,79.0,29.0,75.0,27.0,36.0,13.0,277.0,80.3,48.0,269.0,0,0,0,0,0,0,0,0,0
02870005,2011.0,86.0,74.0,51.0,44.0,35.0,30.0,24.0,21.0,7.0,6.0,117.0,90.8,70.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02880305,2011.0,342.0,88.0,217.0,56.0,125.0,32.0,35.0,9.0,13.0,3.0,390.0,95.4,52.0,375.0,288.0,82.0,166.0,47.0,122.0,35.0,44.0,13.0,18.0,5.0,350.0,92.6,58.0,341.0,271.0,85.0,168.0,53.0,103.0,32.0,38.0,12.0,8.0,3.0,317.0,93.5,51.0,313.0,0,0,0,0,0,0,0,0,0
