school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
07650035,2009.0,32.0,43.0,8.0,11.0,24.0,32.0,33.0,44.0,10.0,13.0,75.0,72.3,37.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07650505,2009.0,,,,,,,,,,,,,,,29.0,46.0,8.0,13.0,21.0,33.0,22.0,35.0,12.0,19.0,63.0,72.2,51.0,62.0,31.0,55.0,13.0,23.0,18.0,32.0,14.0,25.0,12.0,21.0,57.0,75.9,62.0,56.0,1,1,1,0,0,0,0,0,0
07660205,2009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
07660305,2009.0,91.0,65.0,42.0,30.0,49.0,35.0,38.0,27.0,11.0,8.0,140.0,84.1,63.0,137.0,67.0,48.0,13.0,9.0,54.0,39.0,55.0,39.0,18.0,13.0,140.0,77.5,48.5,134.0,74.0,53.0,25.0,18.0,49.0,35.0,42.0,30.0,26.0,18.0,142.0,76.2,55.5,138.0,0,0,0,0,0,0,0,0,0
07670008,2009.0,19.0,57.0,7.0,21.0,12.0,36.0,10.0,30.0,4.0,12.0,33.0,82.6,43.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07670040,2009.0,48.0,41.0,13.0,11.0,35.0,30.0,44.0,38.0,24.0,21.0,116.0,69.4,33.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07670415,2009.0,,,,,,,,,,,,,,,56.0,35.0,5.0,3.0,51.0,32.0,57.0,36.0,44.0,28.0,157.0,65.9,35.0,152.0,73.0,52.0,28.0,20.0,45.0,32.0,37.0,26.0,32.0,23.0,142.0,72.5,57.5,138.0,1,1,1,0,0,0,0,0,0
07700405,2009.0,,,,,,,,,,,,,,,120.0,49.0,27.0,11.0,93.0,38.0,71.0,29.0,52.0,21.0,243.0,73.5,34.5,232.0,154.0,52.0,51.0,17.0,103.0,35.0,92.0,31.0,51.0,17.0,297.0,75.4,45.0,293.0,1,1,1,0,0,0,0,0,0
07730015,2009.0,58.0,72.0,21.0,26.0,37.0,46.0,16.0,20.0,6.0,8.0,80.0,88.1,72.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07730020,2009.0,65.0,76.0,31.0,36.0,34.0,40.0,16.0,19.0,4.0,5.0,85.0,92.1,71.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07730025,2009.0,56.0,73.0,23.0,30.0,33.0,43.0,14.0,18.0,7.0,9.0,77.0,90.9,75.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07730405,2009.0,,,,,,,,,,,,,,,132.0,60.0,46.0,21.0,86.0,39.0,69.0,31.0,21.0,9.0,222.0,83.0,51.5,212.0,110.0,56.0,38.0,19.0,72.0,37.0,58.0,29.0,29.0,15.0,197.0,80.7,48.0,188.0,1,1,1,0,0,0,0,0,0
07740020,2009.0,32.0,82.0,16.0,41.0,16.0,41.0,6.0,15.0,1.0,3.0,39.0,92.9,66.0,39.0,31.0,73.0,14.0,33.0,17.0,40.0,10.0,23.0,2.0,5.0,43.0,93.6,65.5,40.0,35.0,76.0,21.0,46.0,14.0,30.0,10.0,22.0,1.0,2.0,46.0,92.4,70.0,45.0,0,0,0,0,0,0,0,0,0
07750040,2009.0,40.0,75.0,23.0,43.0,17.0,32.0,12.0,23.0,1.0,2.0,53.0,89.2,70.0,51.0,40.0,71.0,17.0,30.0,23.0,41.0,15.0,27.0,1.0,2.0,56.0,88.4,69.0,55.0,39.0,80.0,25.0,51.0,14.0,29.0,10.0,20.0,0.0,0.0,49.0,91.8,79.0,49.0,0,0,0,0,0,0,0,0,0
07750045,2009.0,32.0,57.0,15.0,27.0,17.0,30.0,13.0,23.0,11.0,20.0,56.0,79.9,42.0,52.0,36.0,77.0,16.0,34.0,20.0,43.0,7.0,15.0,4.0,9.0,47.0,93.6,60.0,43.0,31.0,69.0,17.0,38.0,14.0,31.0,8.0,18.0,6.0,13.0,45.0,87.8,56.5,42.0,0,0,0,0,0,0,0,0,0
07750305,2009.0,197.0,74.0,89.0,33.0,108.0,41.0,56.0,21.0,13.0,5.0,266.0,88.7,47.0,261.0,150.0,64.0,50.0,21.0,100.0,43.0,70.0,30.0,15.0,6.0,235.0,84.5,46.5,232.0,171.0,67.0,82.0,32.0,89.0,35.0,59.0,23.0,25.0,10.0,255.0,84.2,46.0,250.0,0,0,0,0,0,0,0,0,0
07750310,2009.0,75.0,60.0,31.0,25.0,44.0,35.0,36.0,29.0,13.0,10.0,124.0,81.9,40.5,124.0,60.0,48.0,20.0,16.0,40.0,32.0,41.0,33.0,24.0,19.0,125.0,77.0,48.0,118.0,65.0,56.0,22.0,19.0,43.0,37.0,38.0,33.0,12.0,10.0,115.0,82.4,54.5,108.0,0,0,0,0,0,0,0,0,0
07750315,2009.0,68.0,67.0,24.0,24.0,44.0,43.0,32.0,31.0,2.0,2.0,102.0,87.3,34.5,100.0,64.0,66.0,27.0,28.0,37.0,38.0,25.0,26.0,8.0,8.0,97.0,86.1,55.0,93.0,78.0,72.0,35.0,32.0,43.0,40.0,21.0,19.0,9.0,8.0,108.0,86.3,71.5,106.0,0,0,0,0,0,0,0,0,0
07780005,2009.0,34.0,52.0,15.0,23.0,19.0,29.0,16.0,24.0,16.0,24.0,66.0,72.7,54.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07780010,2009.0,21.0,42.0,5.0,10.0,16.0,32.0,18.0,36.0,11.0,22.0,50.0,73.5,42.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
07780505,2009.0,,,,,,,,,,,,,,,39.0,43.0,12.0,13.0,27.0,30.0,35.0,39.0,15.0,17.0,89.0,71.6,28.0,87.0,47.0,38.0,15.0,12.0,32.0,26.0,31.0,26.0,43.0,36.0,121.0,63.4,41.5,114.0,1,1,1,0,0,0,0,0,0
07800310,2009.0,75.0,45.0,23.0,14.0,52.0,31.0,59.0,35.0,33.0,20.0,167.0,71.7,32.5,166.0,94.0,48.0,21.0,11.0,73.0,37.0,72.0,37.0,31.0,16.0,197.0,74.4,43.0,196.0,94.0,55.0,41.0,24.0,53.0,31.0,40.0,23.0,38.0,22.0,172.0,74.9,46.0,171.0,0,0,0,0,0,0,0,0,0
07800315,2009.0,100.0,63.0,44.0,28.0,56.0,35.0,38.0,24.0,20.0,13.0,158.0,83.4,59.0,151.0,99.0,62.0,29.0,18.0,70.0,44.0,43.0,27.0,18.0,11.0,160.0,84.4,61.5,150.0,104.0,63.0,51.0,31.0,53.0,32.0,38.0,23.0,23.0,14.0,165.0,81.2,58.0,161.0,0,0,0,0,0,0,0,0,0
00010015,2010.0,79.0,68.0,36.0,31.0,43.0,37.0,24.0,21.0,12.0,10.0,115.0,86.1,58.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00010405,2010.0,,,,,,,,,,,,,,,106.0,52.0,36.0,18.0,70.0,34.0,62.0,30.0,36.0,18.0,204.0,75.9,56.5,198.0,81.0,45.0,32.0,18.0,49.0,27.0,65.0,36.0,35.0,19.0,181.0,73.9,36.0,171.0,1,1,1,0,0,0,0,0,0
00020010,2010.0,88.0,88.0,63.0,63.0,25.0,25.0,7.0,7.0,5.0,5.0,100.0,94.3,66.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00020015,2010.0,64.0,82.0,44.0,56.0,20.0,26.0,10.0,13.0,4.0,5.0,78.0,91.0,75.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00020020,2010.0,71.0,92.0,44.0,57.0,27.0,35.0,4.0,5.0,2.0,3.0,77.0,96.4,68.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00020025,2010.0,66.0,93.0,41.0,58.0,25.0,35.0,4.0,6.0,1.0,1.0,71.0,97.9,62.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00020030,2010.0,73.0,96.0,58.0,76.0,15.0,20.0,2.0,3.0,1.0,1.0,76.0,98.4,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00030305,2010.0,91.0,69.0,32.0,24.0,59.0,45.0,30.0,23.0,11.0,8.0,132.0,84.7,41.5,132.0,50.0,44.0,6.0,5.0,44.0,39.0,43.0,38.0,20.0,18.0,113.0,74.3,18.5,108.0,51.0,44.0,15.0,13.0,36.0,31.0,52.0,44.0,15.0,13.0,118.0,74.6,46.0,116.0,0,0,0,0,0,0,0,0,0
00050303,2010.0,214.0,63.0,95.0,28.0,119.0,35.0,75.0,22.0,49.0,14.0,338.0,83.4,43.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00050405,2010.0,,,,,,,,,,,,,,,194.0,56.0,41.0,12.0,153.0,44.0,107.0,31.0,43.0,13.0,344.0,78.8,51.0,331.0,163.0,46.0,46.0,13.0,117.0,33.0,141.0,40.0,51.0,14.0,355.0,74.3,34.0,347.0,1,1,1,0,0,0,0,0,0
00070013,2010.0,87.0,45.0,25.0,13.0,62.0,32.0,64.0,33.0,41.0,21.0,192.0,71.6,34.0,181.0,107.0,63.0,26.0,15.0,81.0,48.0,43.0,25.0,20.0,12.0,170.0,82.5,75.0,166.0,103.0,54.0,44.0,23.0,59.0,31.0,44.0,23.0,44.0,23.0,191.0,74.6,56.0,181.0,0,0,0,0,0,0,0,0,0
00080009,2010.0,18.0,64.0,5.0,18.0,13.0,46.0,8.0,29.0,2.0,7.0,28.0,84.8,55.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00080020,2010.0,55.0,78.0,31.0,44.0,24.0,34.0,9.0,13.0,6.0,9.0,70.0,87.1,41.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00080050,2010.0,37.0,79.0,25.0,53.0,12.0,26.0,2.0,4.0,8.0,17.0,47.0,88.8,78.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00090305,2010.0,147.0,74.0,87.0,44.0,60.0,30.0,37.0,19.0,13.0,7.0,197.0,88.8,48.0,187.0,148.0,87.0,51.0,30.0,97.0,57.0,19.0,11.0,4.0,2.0,171.0,95.0,55.5,166.0,136.0,79.0,62.0,36.0,74.0,43.0,28.0,16.0,8.0,5.0,172.0,90.3,51.5,168.0,0,0,0,0,0,0,0,0,0
00090310,2010.0,129.0,76.0,83.0,49.0,46.0,27.0,32.0,19.0,9.0,5.0,170.0,91.9,57.0,155.0,142.0,82.0,51.0,29.0,91.0,53.0,25.0,14.0,6.0,3.0,173.0,93.5,55.5,164.0,139.0,79.0,79.0,45.0,60.0,34.0,25.0,14.0,11.0,6.0,175.0,92.0,60.5,170.0,0,0,0,0,0,0,0,0,0
00090350,2010.0,106.0,84.0,73.0,58.0,33.0,26.0,15.0,12.0,5.0,4.0,126.0,93.7,55.0,120.0,104.0,77.0,35.0,26.0,69.0,51.0,25.0,19.0,6.0,4.0,135.0,89.6,31.5,128.0,98.0,72.0,56.0,41.0,42.0,31.0,23.0,17.0,14.0,10.0,135.0,89.4,47.0,125.0,0,0,0,0,0,0,0,0,0
00100410,2010.0,265.0,75.0,128.0,36.0,137.0,39.0,65.0,18.0,23.0,7.0,353.0,89.3,35.0,344.0,257.0,73.0,67.0,19.0,190.0,54.0,72.0,20.0,25.0,7.0,354.0,87.2,41.0,349.0,235.0,72.0,124.0,38.0,111.0,34.0,69.0,21.0,22.0,7.0,326.0,87.3,56.0,322.0,0,0,0,0,0,0,0,0,0
00140405,2010.0,148.0,72.0,72.0,35.0,76.0,37.0,37.0,18.0,23.0,11.0,208.0,86.4,58.0,203.0,104.0,62.0,23.0,14.0,81.0,48.0,49.0,29.0,17.0,10.0,170.0,82.1,43.0,167.0,126.0,62.0,58.0,29.0,68.0,33.0,54.0,27.0,23.0,11.0,203.0,81.4,53.0,199.0,0,0,0,0,0,0,0,0,0
00160305,2010.0,110.0,68.0,52.0,32.0,58.0,36.0,37.0,23.0,15.0,9.0,162.0,84.9,62.0,154.0,86.0,53.0,16.0,10.0,70.0,43.0,60.0,37.0,16.0,10.0,162.0,80.4,53.5,154.0,96.0,59.0,45.0,28.0,51.0,31.0,40.0,25.0,27.0,17.0,163.0,79.4,58.0,155.0,0,0,0,0,0,0,0,0,0
00160315,2010.0,106.0,65.0,52.0,32.0,54.0,33.0,44.0,27.0,12.0,7.0,162.0,86.7,69.5,154.0,52.0,42.0,2.0,2.0,50.0,40.0,51.0,40.0,23.0,18.0,126.0,75.6,48.0,116.0,83.0,59.0,32.0,23.0,51.0,36.0,26.0,18.0,32.0,23.0,141.0,79.6,64.0,130.0,0,0,0,0,0,0,0,0,0
00160320,2010.0,86.0,65.0,28.0,21.0,58.0,44.0,28.0,21.0,18.0,14.0,132.0,86.7,75.0,120.0,77.0,52.0,18.0,12.0,59.0,40.0,43.0,29.0,28.0,19.0,148.0,78.4,68.5,136.0,75.0,50.0,35.0,23.0,40.0,27.0,50.0,34.0,24.0,16.0,149.0,75.8,63.0,144.0,0,0,0,0,0,0,0,0,0
00170305,2010.0,123.0,75.0,49.0,30.0,74.0,45.0,26.0,16.0,16.0,10.0,165.0,87.1,58.0,162.0,109.0,58.0,42.0,22.0,67.0,36.0,46.0,25.0,32.0,17.0,187.0,80.2,55.0,181.0,127.0,66.0,54.0,28.0,73.0,38.0,49.0,26.0,15.0,8.0,191.0,86.0,53.0,188.0,0,0,0,0,0,0,0,0,0
00180010,2010.0,43.0,76.0,21.0,37.0,22.0,39.0,11.0,19.0,3.0,5.0,57.0,91.7,55.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00180510,2010.0,,,,,,,,,,,,,,,29.0,46.0,10.0,16.0,19.0,30.0,24.0,38.0,11.0,17.0,64.0,75.8,41.5,62.0,40.0,61.0,8.0,12.0,32.0,49.0,19.0,29.0,6.0,9.0,65.0,81.5,47.5,62.0,1,1,1,0,0,0,0,0,0
00200315,2010.0,296.0,74.0,124.0,31.0,172.0,43.0,71.0,18.0,33.0,8.0,400.0,89.6,60.0,374.0,225.0,60.0,63.0,17.0,162.0,43.0,110.0,29.0,46.0,12.0,381.0,81.8,49.5,360.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
00200505,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,52.0,81.0,20.0,126.0,32.0,113.0,28.0,79.0,20.0,399.0,75.2,30.5,386.0,1,1,1,1,1,1,0,0,0
00230305,2010.0,120.0,68.0,60.0,34.0,60.0,34.0,45.0,26.0,10.0,6.0,175.0,87.0,33.0,172.0,154.0,81.0,43.0,23.0,111.0,58.0,26.0,14.0,11.0,6.0,191.0,90.7,62.0,187.0,136.0,76.0,81.0,45.0,55.0,31.0,29.0,16.0,15.0,8.0,180.0,88.2,62.0,175.0,0,0,0,0,0,0,0,0,0
00240006,2010.0,117.0,62.0,49.0,26.0,68.0,36.0,51.0,27.0,23.0,12.0,191.0,82.2,48.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00240025,2010.0,,,,,,,,,,,,,,,120.0,56.0,24.0,11.0,96.0,45.0,67.0,32.0,25.0,12.0,212.0,80.5,64.0,208.0,121.0,54.0,47.0,21.0,74.0,33.0,64.0,28.0,41.0,18.0,226.0,75.8,45.0,222.0,1,1,1,0,0,0,0,0,0
00250315,2010.0,102.0,50.0,50.0,25.0,52.0,25.0,69.0,34.0,33.0,16.0,204.0,76.1,30.0,197.0,110.0,51.0,20.0,9.0,90.0,42.0,59.0,27.0,47.0,22.0,216.0,74.2,55.0,207.0,100.0,54.0,32.0,17.0,68.0,37.0,54.0,29.0,31.0,17.0,185.0,78.0,54.0,171.0,0,0,0,0,0,0,0,0,0
00260305,2010.0,260.0,85.0,150.0,49.0,110.0,36.0,41.0,13.0,6.0,2.0,307.0,94.0,56.0,288.0,222.0,83.0,80.0,30.0,142.0,53.0,36.0,13.0,11.0,4.0,269.0,92.4,56.0,257.0,225.0,79.0,137.0,48.0,88.0,31.0,51.0,18.0,11.0,4.0,287.0,91.0,57.5,280.0,0,0,0,0,0,0,0,0,0
00270305,2010.0,62.0,58.0,30.0,28.0,32.0,30.0,31.0,29.0,15.0,14.0,108.0,81.0,56.0,104.0,55.0,54.0,3.0,3.0,52.0,51.0,38.0,38.0,8.0,8.0,101.0,81.9,40.0,100.0,41.0,45.0,13.0,14.0,28.0,31.0,35.0,38.0,15.0,16.0,91.0,73.6,39.0,91.0,0,0,0,0,0,0,0,0,0
00280005,2010.0,19.0,65.0,9.0,31.0,10.0,34.0,7.0,24.0,3.0,10.0,29.0,81.0,47.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00300305,2010.0,182.0,61.0,95.0,32.0,87.0,29.0,79.0,26.0,39.0,13.0,300.0,82.1,56.0,290.0,140.0,46.0,33.0,11.0,107.0,35.0,98.0,32.0,65.0,21.0,303.0,71.8,37.0,291.0,165.0,53.0,68.0,22.0,97.0,31.0,95.0,30.0,55.0,17.0,315.0,76.6,56.0,300.0,0,0,0,0,0,0,0,0,0
00310305,2010.0,176.0,69.0,79.0,31.0,97.0,38.0,61.0,24.0,19.0,7.0,256.0,87.3,66.0,247.0,152.0,54.0,30.0,11.0,122.0,43.0,93.0,33.0,40.0,14.0,285.0,78.8,46.0,272.0,165.0,63.0,55.0,21.0,110.0,42.0,68.0,26.0,32.0,12.0,265.0,83.4,54.0,253.0,0,0,0,0,0,0,0,0,0
00310310,2010.0,145.0,63.0,51.0,22.0,94.0,41.0,57.0,25.0,27.0,12.0,229.0,82.4,44.0,223.0,116.0,52.0,27.0,12.0,89.0,40.0,81.0,36.0,26.0,12.0,223.0,78.1,52.0,220.0,133.0,57.0,51.0,22.0,82.0,35.0,71.0,31.0,27.0,12.0,231.0,80.2,61.5,228.0,0,0,0,0,0,0,0,0,0
00350004,2010.0,11.0,79.0,6.0,43.0,5.0,36.0,3.0,21.0,0.0,0.0,14.0,91.1,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,1
00350012,2010.0,17.0,37.0,1.0,2.0,16.0,35.0,24.0,52.0,5.0,11.0,46.0,71.2,53.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00350013,2010.0,38.0,41.0,16.0,17.0,22.0,24.0,36.0,39.0,19.0,20.0,93.0,72.0,36.5,86.0,5.0,9.0,2.0,4.0,3.0,5.0,21.0,37.0,31.0,54.0,57.0,43.9,34.0,49.0,8.0,15.0,0.0,0.0,8.0,15.0,18.0,35.0,26.0,50.0,52.0,48.6,44.0,46.0,0,0,0,0,0,0,0,0,0
00350020,2010.0,34.0,36.0,16.0,17.0,18.0,19.0,24.0,26.0,36.0,38.0,94.0,59.6,43.0,85.0,9.0,12.0,1.0,1.0,8.0,11.0,25.0,36.0,36.0,51.0,70.0,50.7,67.0,56.0,8.0,8.0,0.0,0.0,8.0,8.0,35.0,36.0,55.0,56.0,98.0,42.6,47.0,82.0,0,0,0,0,0,0,0,0,0
00350074,2010.0,16.0,29.0,5.0,9.0,11.0,20.0,10.0,18.0,29.0,53.0,55.0,54.5,51.0,45.0,10.0,15.0,0.0,0.0,10.0,15.0,23.0,35.0,32.0,49.0,65.0,47.7,54.0,59.0,19.0,17.0,3.0,3.0,16.0,14.0,35.0,31.0,60.0,53.0,114.0,45.6,60.0,105.0,0,0,0,0,0,0,0,0,0
00350080,2010.0,23.0,37.0,4.0,6.0,19.0,31.0,23.0,37.0,16.0,26.0,62.0,64.9,60.5,62.0,27.0,51.0,7.0,13.0,20.0,38.0,18.0,35.0,7.0,13.0,52.0,75.5,84.0,51.0,26.0,44.0,9.0,15.0,17.0,29.0,13.0,22.0,20.0,34.0,59.0,66.1,72.0,56.0,0,0,0,0,0,0,0,0,0
00350096,2010.0,21.0,67.0,6.0,19.0,15.0,48.0,7.0,23.0,3.0,10.0,31.0,87.1,80.5,28.0,15.0,47.0,5.0,16.0,10.0,31.0,12.0,38.0,5.0,16.0,32.0,77.3,87.0,29.0,5.0,31.0,0.0,0.0,5.0,31.0,5.0,31.0,6.0,38.0,16.0,57.8,,15.0,0,0,0,0,0,0,0,1,0
00350116,2010.0,32.0,62.0,14.0,27.0,18.0,35.0,17.0,33.0,2.0,4.0,51.0,84.8,70.0,51.0,20.0,42.0,1.0,2.0,19.0,40.0,19.0,40.0,9.0,19.0,48.0,70.8,77.5,44.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
00350179,2010.0,80.0,38.0,36.0,17.0,44.0,21.0,51.0,24.0,82.0,38.0,213.0,61.6,47.0,194.0,76.0,51.0,7.0,5.0,69.0,46.0,36.0,24.0,37.0,25.0,149.0,71.3,72.0,134.0,65.0,35.0,17.0,9.0,48.0,26.0,59.0,32.0,59.0,32.0,183.0,63.8,60.0,165.0,0,0,0,0,0,0,0,0,0
00350182,2010.0,6.0,55.0,0.0,0.0,6.0,55.0,5.0,45.0,0.0,0.0,11.0,84.1,,11.0,6.0,55.0,0.0,0.0,6.0,55.0,5.0,45.0,0.0,0.0,11.0,81.8,,10.0,,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,1
00350183,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00350190,2010.0,33.0,73.0,15.0,33.0,18.0,40.0,11.0,24.0,1.0,2.0,45.0,90.0,53.5,44.0,9.0,47.0,1.0,5.0,8.0,42.0,7.0,37.0,3.0,16.0,19.0,75.0,,19.0,13.0,65.0,4.0,20.0,9.0,45.0,4.0,20.0,3.0,15.0,20.0,81.3,65.0,20.0,0,0,0,0,1,0,0,0,0
00350229,2010.0,12.0,38.0,1.0,3.0,11.0,35.0,8.0,26.0,11.0,35.0,31.0,63.7,65.0,31.0,7.0,19.0,0.0,0.0,7.0,19.0,21.0,57.0,9.0,24.0,37.0,62.2,68.0,37.0,12.0,43.0,4.0,14.0,8.0,29.0,5.0,18.0,11.0,39.0,28.0,62.5,67.5,28.0,0,0,0,0,0,0,0,0,0
00350240,2010.0,81.0,59.0,41.0,30.0,40.0,29.0,29.0,21.0,27.0,20.0,137.0,77.7,37.0,136.0,26.0,35.0,2.0,3.0,24.0,32.0,20.0,26.0,30.0,39.0,76.0,59.9,49.0,75.0,15.0,27.0,5.0,9.0,10.0,18.0,22.0,39.0,19.0,34.0,56.0,58.9,61.5,56.0,0,0,0,0,0,0,0,0,0
00350255,2010.0,10.0,44.0,2.0,9.0,8.0,35.0,8.0,35.0,5.0,22.0,23.0,71.7,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,50.0,11.0,50.0,22.0,40.9,,19.0,5.0,21.0,1.0,4.0,4.0,17.0,11.0,48.0,7.0,30.0,23.0,58.7,49.0,22.0,0,0,0,0,1,0,0,0,0
00350257,2010.0,23.0,24.0,3.0,3.0,20.0,21.0,17.0,18.0,54.0,57.0,94.0,49.7,64.5,82.0,10.0,12.0,1.0,1.0,9.0,11.0,19.0,24.0,50.0,63.0,79.0,42.4,59.0,67.0,7.0,9.0,1.0,1.0,6.0,8.0,19.0,24.0,53.0,67.0,79.0,41.1,66.0,71.0,0,0,0,0,0,0,0,0,0
00350258,2010.0,70.0,57.0,28.0,23.0,42.0,34.0,24.0,20.0,29.0,24.0,123.0,76.2,63.5,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00350262,2010.0,42.0,65.0,18.0,28.0,24.0,37.0,16.0,25.0,7.0,11.0,65.0,83.1,61.0,63.0,7.0,20.0,0.0,0.0,7.0,20.0,17.0,49.0,11.0,31.0,35.0,65.0,45.0,31.0,13.0,44.0,3.0,10.0,10.0,34.0,9.0,31.0,7.0,24.0,29.0,72.4,58.0,28.0,0,0,0,0,0,0,0,0,0
00350308,2010.0,12.0,46.0,2.0,8.0,10.0,38.0,9.0,35.0,5.0,19.0,26.0,72.1,39.5,26.0,11.0,48.0,0.0,0.0,11.0,48.0,5.0,22.0,7.0,30.0,23.0,70.7,58.0,22.0,4.0,25.0,0.0,0.0,4.0,25.0,9.0,56.0,3.0,19.0,16.0,68.8,,16.0,0,0,0,0,0,0,0,1,0
00350326,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00350346,2010.0,32.0,68.0,15.0,32.0,17.0,36.0,13.0,28.0,2.0,4.0,47.0,88.8,60.0,42.0,30.0,69.0,4.0,9.0,26.0,60.0,9.0,21.0,4.0,9.0,43.0,86.0,83.0,39.0,13.0,39.0,7.0,21.0,6.0,18.0,16.0,47.0,5.0,15.0,34.0,80.9,72.0,29.0,0,0,0,0,0,0,0,0,0
00350363,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,8.0,80.0,10.0,45.0,,6.0,3.0,16.0,0.0,0.0,3.0,16.0,3.0,16.0,13.0,68.0,19.0,50.0,,12.0,4.0,12.0,2.0,6.0,2.0,6.0,8.0,25.0,20.0,63.0,32.0,43.0,41.0,25.0,0,1,0,0,1,0,0,0,0
00350375,2010.0,63.0,58.0,26.0,24.0,37.0,34.0,23.0,21.0,22.0,20.0,108.0,76.2,63.0,106.0,30.0,35.0,4.0,5.0,26.0,30.0,23.0,26.0,35.0,40.0,88.0,58.8,57.0,84.0,30.0,28.0,6.0,6.0,24.0,22.0,37.0,35.0,40.0,37.0,107.0,58.2,49.0,102.0,0,0,0,0,0,0,0,0,0
00350376,2010.0,17.0,51.0,4.0,12.0,13.0,39.0,9.0,27.0,7.0,21.0,33.0,74.2,57.0,29.0,20.0,38.0,1.0,2.0,19.0,36.0,16.0,30.0,17.0,32.0,53.0,62.7,77.0,47.0,12.0,19.0,3.0,5.0,9.0,14.0,22.0,35.0,29.0,46.0,63.0,52.0,48.5,58.0,0,0,0,0,0,0,0,0,0
