school_code,African American (#),Asian (#),Hispanic (#),White (#),Native American (#),"Native Hawaiian, Pacific Islander (#)","Multi-Race,Non-Hispanic (#)",Females (#),Males (#),FTE Count,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,Total # of Classes,Average Class Size,Number of Students,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained,General Education (#),Special Education (#),Career Vocational Technical (#),English Language Learner (#),<26 yrs (# ),26-32 yrs (#),33-40 yrs (#),41-48 yrs (#),49-56 yrs (#),57-64 yrs (#),Over 64 yrs (#),Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability,Principal Total_is_nan
02430305,0.0,2.0,0.0,38.0,0.0,0.0,1.0,31.8,9.2,41.0,31.2,100.0,175.0,100.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,152.0,165.0,0.0,0.0,0.0,0.0,0.0,502.0,213.0,22.8,519.0,4.2,50.1,3.9,40.5,0.2,0.2,1.0,1.0,1.0,100.0,32.0,31.0,96.9,26.0,2.2,0.0,3.0,0.2,3.5,8.8,9.5,7.0,11.0,1.0,47.0,53.0,13.1,12.7,59.7,529.0,10.2,8.5,502.0,94.6,0
02430310,0.0,0.0,0.0,32.5,0.0,0.0,0.0,22.7,9.8,32.5,23.0,100.0,144.0,100.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,107.0,85.0,0.0,0.0,0.0,0.0,0.0,306.0,184.0,17.4,304.0,7.2,17.4,3.6,69.4,0.3,0.0,2.0,1.0,1.0,100.0,25.0,21.0,84.0,17.900000000000002,4.6000000000000005,0.0,0.5,0.0,3.0,8.6,8.1,6.0,5.8,1.0,49.7,50.3,1.3,22.7,54.6,310.0,3.2,1.6,306.0,98.0,0
02430315,0.0,0.0,1.0,45.2,0.0,0.0,0.0,32.5,13.7,46.2,37.2,100.0,203.0,100.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,209.0,188.0,0.0,0.0,0.0,0.0,0.0,591.0,282.0,21.2,591.0,2.0,34.5,2.2,59.7,0.0,0.2,1.4,1.0,1.0,100.0,39.0,36.0,92.3,34.4,2.3000000000000003,0.0,0.6,2.7,9.5,14.3,11.5,4.0,4.2,0.0,48.7,51.3,3.7,8.5,37.1,600.0,3.7,2.3,592.0,97.6,0
02430320,0.0,0.0,0.0,42.0,0.0,0.0,0.0,35.8,6.2,42.0,28.7,100.0,188.0,100.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,91.0,84.0,93.0,87.0,0.0,0.0,0.0,0.0,0.0,355.0,237.0,14.8,349.0,14.6,19.5,11.7,47.6,0.9,0.6,5.2,1.0,1.0,100.0,30.0,27.0,90.0,22.0,5.8,0.0,0.9,1.2,7.9,10.700000000000001,7.2,10.0,5.0,0.0,47.0,53.0,4.6,20.1,70.2,378.0,16.4,7.4,357.0,88.5,0
02430325,0.0,0.0,0.0,47.9,0.0,0.0,0.0,35.5,12.4,47.9,30.4,100.0,169.0,100.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,83.0,116.0,91.0,95.0,0.0,0.0,0.0,0.0,0.0,385.0,207.0,18.7,414.0,11.6,25.4,9.4,48.1,0.2,0.5,4.8,1.0,1.0,100.0,31.0,28.0,90.3,22.0,8.0,0.0,0.4,2.0,12.3,11.5,4.0,8.5,8.6,1.0,46.6,53.4,5.3,24.6,70.3,412.0,13.1,7.3,385.0,93.0,0
02440410,4.0,3.0,0.0,71.3,1.0,0.0,0.0,64.3,15.0,79.3,54.0,98.1,198.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,252.0,247.0,0.0,0.0,0.0,0.0,0.0,704.0,322.0,21.8,724.0,54.8,12.6,8.8,18.6,0.8,0.1,4.1,1.0,0.0,0.0,59.0,44.0,74.6,42.0,9.0,0.0,3.0,7.0,21.0,16.8,7.5,17.0,9.0,1.0,47.1,52.9,9.5,19.9,63.8,752.0,12.0,7.0,715.0,92.6,0
02460305,0.0,0.0,0.0,62.1,0.0,0.0,0.0,50.5,11.5,62.1,38.3,100.0,164.0,100.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,140.0,164.0,0.0,0.0,0.0,0.0,0.0,462.0,212.0,22.1,462.0,2.2,3.5,0.4,93.5,0.0,0.0,0.4,1.0,1.0,100.0,40.0,38.0,95.0,30.3,8.0,0.0,0.0,0.1,10.2,12.0,10.8,15.8,10.3,2.9,45.9,54.1,0.4,16.5,6.7,464.0,0.6,0.4,463.0,99.6,0
02460310,0.0,0.0,1.0,65.7,0.0,0.0,0.0,52.1,14.6,66.7,47.1,100.0,219.0,100.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,169.0,220.0,0.0,0.0,0.0,0.0,0.0,593.0,288.0,20.6,597.0,1.7,4.2,1.2,91.5,0.2,0.0,1.3,1.0,1.0,100.0,49.0,42.0,85.7,39.6,7.5,0.0,0.0,4.5,12.2,12.3,13.3,14.700000000000001,7.7,2.1,49.4,50.6,0.7,19.1,7.9,599.0,1.5,1.0,595.0,99.2,0
02480014,2.0,1.0,1.5,69.8,0.0,0.0,0.0,52.2,22.1,74.3,48.2,97.9,260.0,100.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,184.0,159.0,0.0,0.0,0.0,0.0,0.0,525.0,377.0,17.3,535.0,4.1,6.7,37.4,47.1,0.7,0.0,3.9,1.0,1.0,100.0,46.0,34.0,73.9,36.2,12.0,0.0,0.0,9.1,25.9,10.1,12.0,11.0,5.2,1.0,47.1,52.9,0.6,19.3,74.2,554.0,8.7,3.8,538.0,94.1,0
02480057,0.0,4.5,0.0,45.6,0.0,0.0,0.0,29.6,20.5,50.1,38.0,100.0,185.0,100.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,165.0,157.0,0.0,0.0,0.0,0.0,0.0,505.0,296.0,21.3,522.0,6.3,6.9,52.5,32.0,0.0,0.2,2.1,1.0,0.0,0.0,37.0,29.0,78.4,33.0,3.0,0.0,2.0,8.0,14.5,11.4,3.2,8.0,4.0,1.0,48.1,51.9,9.2,12.1,81.2,545.0,16.5,11.0,513.0,88.7,0
02480305,1.0,0.0,0.0,58.1,0.0,0.0,0.0,43.3,15.8,59.1,41.4,97.6,110.0,100.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,173.0,158.0,0.0,0.0,0.0,0.0,0.0,509.0,195.0,20.6,510.0,5.7,4.3,51.4,36.3,0.4,0.0,2.0,1.0,1.0,100.0,37.0,31.0,83.8,34.0,5.4,0.0,2.0,6.9,15.0,15.700000000000001,11.0,7.0,3.5,0.0,51.8,48.2,8.2,14.5,79.8,536.0,11.2,6.9,515.0,92.4,0
02490005,0.0,0.0,0.0,35.5,0.0,0.0,0.0,32.2,3.3,35.5,17.6,83.0,90.0,86.7,8.9,17.0,13.0,19.0,12.0,18.0,12.0,23.0,12.0,9.0,22.0,0.0,0.0,0.0,0.0,0.0,157.0,94.0,14.8,160.0,1.9,1.9,2.5,92.5,0.6,0.0,0.6,1.0,1.0,100.0,22.0,17.0,77.3,16.6,1.0,0.0,0.0,0.0,1.0,4.9,10.3,10.4,6.4,2.5,56.9,43.1,1.3,9.4,20.6,164.0,9.8,6.7,160.0,92.5,0
02500005,1.2,0.0,0.0,66.9,0.0,0.0,0.0,58.5,9.6,68.1,38.6,100.0,158.0,100.0,13.8,21.0,55.0,63.0,60.0,70.0,86.0,78.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,182.0,20.5,530.0,1.9,0.4,1.3,94.0,0.0,0.0,2.5,1.0,0.0,0.0,39.0,36.0,92.3,29.6,9.0,0.0,0.0,1.0,6.0,13.9,16.6,17.6,12.0,1.0,45.1,54.9,0.4,16.6,14.0,538.0,3.5,1.7,531.0,97.7,0
02510305,0.9,0.0,0.0,71.3,0.0,0.0,1.0,60.5,12.7,73.2,48.1,100.0,250.0,100.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,200.0,170.0,192.0,186.0,0.0,0.0,0.0,0.0,0.0,748.0,313.0,20.7,772.0,4.3,0.3,6.2,85.1,0.0,0.0,4.1,1.0,1.0,100.0,38.0,34.0,89.5,48.1,0.0,0.0,0.0,3.1,10.3,7.3,9.8,22.900000000000002,15.8,4.0,46.9,53.1,0.0,16.3,41.5,787.0,8.3,5.7,756.0,95.5,0
02520305,0.0,0.0,0.0,34.1,0.0,0.0,0.0,25.1,9.1,34.1,26.7,100.0,130.0,100.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,75.0,82.0,0.0,0.0,0.0,0.0,0.0,237.0,146.0,16.6,241.0,1.7,1.2,2.5,92.5,0.0,0.0,2.1,2.0,2.0,100.0,32.0,25.0,78.1,23.7,3.0,0.0,0.0,1.7,1.6,6.3,12.9,7.6000000000000005,4.0,0.0,45.6,54.4,0.8,17.4,18.3,241.0,2.9,2.1,238.0,98.3,0
02580025,0.0,0.2,7.1,53.4,0.0,0.0,0.0,52.5,8.2,60.7,39.9,100.0,166.0,100.0,11.8,0.0,54.0,57.0,59.0,53.0,45.0,54.0,56.0,50.0,42.0,0.0,0.0,0.0,0.0,0.0,470.0,196.0,19.6,471.0,3.8,1.3,52.0,38.6,0.4,0.0,3.8,1.0,0.0,0.0,45.0,37.0,82.2,32.9,4.0,0.0,3.0,4.0,15.2,8.5,7.2,10.0,14.8,1.0,50.7,49.3,18.0,15.3,69.2,497.0,12.1,7.2,470.0,93.0,0
02580050,0.4,1.2,1.1,44.4,0.0,0.0,0.0,42.0,5.1,47.1,28.2,98.6,150.0,100.0,12.7,0.0,36.0,36.0,45.0,43.0,41.0,48.0,34.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,359.0,167.0,18.8,362.0,3.3,1.9,24.9,64.1,0.0,0.3,5.5,1.0,1.0,100.0,36.0,25.0,69.4,24.3,3.0,0.0,0.9,3.0,9.6,2.3000000000000003,8.4,12.1,11.1,0.6,53.9,46.1,11.9,18.8,44.2,372.0,5.9,3.5,361.0,97.0,0
02580305,1.0,0.0,6.0,106.5,0.0,0.0,0.0,90.3,23.1,113.5,65.2,100.0,293.0,98.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,213.0,203.0,0.0,0.0,0.0,0.0,0.0,628.0,364.0,19.1,662.0,7.1,2.9,34.1,52.3,0.2,0.0,3.5,1.0,1.0,100.0,66.0,54.0,81.8,41.7,18.1,0.0,5.4,2.0,20.0,21.8,17.0,25.400000000000002,18.1,9.200000000000001,49.8,50.2,12.5,25.2,66.0,666.0,11.7,7.2,630.0,93.3,0
02610005,0.0,0.0,0.0,77.4,0.0,0.0,0.0,71.4,6.0,77.4,50.7,100.0,228.0,100.0,15.8,63.0,71.0,65.0,86.0,81.0,70.0,92.0,93.0,85.0,96.0,0.0,0.0,0.0,0.0,0.0,802.0,211.0,18.8,834.0,1.2,3.2,0.7,94.8,0.0,0.0,0.0,1.0,0.0,0.0,59.0,49.0,83.1,45.7,5.0,0.0,0.0,0.2,5.8,4.5,25.0,20.5,16.5,5.0,45.2,54.8,1.1,13.5,11.4,846.0,10.4,8.4,808.0,93.8,0
02610010,0.0,0.0,0.0,83.0,0.0,0.0,0.0,78.6,4.4,83.0,49.3,100.0,235.0,100.0,14.9,0.0,73.0,77.0,77.0,65.0,84.0,82.0,91.0,86.0,99.0,0.0,0.0,0.0,0.0,0.0,734.0,209.0,18.7,752.0,0.5,1.1,1.3,96.4,0.7,0.0,0.0,1.0,1.0,100.0,59.0,45.0,76.3,40.300000000000004,9.0,0.0,0.0,2.6,3.0,5.6000000000000005,19.1,35.300000000000004,16.4,1.0,49.5,50.5,0.3,16.8,14.0,756.0,5.3,3.4,738.0,97.0,0
02610025,0.0,0.0,0.0,67.7,0.0,0.0,0.0,60.2,7.5,67.7,44.6,100.0,239.0,100.0,16.3,0.0,62.0,78.0,87.0,82.0,80.0,94.0,68.0,95.0,80.0,0.0,0.0,0.0,0.0,0.0,726.0,218.0,19.2,747.0,0.7,2.5,0.0,96.4,0.4,0.0,0.0,1.0,0.0,0.0,57.0,45.0,78.9,41.800000000000004,2.9,0.0,0.0,1.4,4.0,8.0,9.3,22.5,20.5,2.0,48.7,51.3,0.4,8.7,15.4,752.0,5.3,3.6,730.0,97.5,0
02620305,0.0,0.0,2.0,76.5,0.0,0.0,0.0,62.5,16.0,78.5,53.5,100.0,322.0,96.9,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,215.0,251.0,0.0,0.0,0.0,0.0,0.0,719.0,489.0,19.0,723.0,3.6,3.9,9.8,81.3,0.0,0.3,1.1,1.0,0.0,0.0,52.0,49.0,94.2,45.6,7.8,0.0,0.0,2.0,13.0,10.0,19.0,21.0,10.5,3.0,48.4,51.6,0.8,11.6,34.9,732.0,5.1,2.3,723.0,96.1,0
02640007,0.0,0.0,0.0,43.9,0.0,0.0,0.0,40.5,3.3,43.9,27.3,100.0,128.0,100.0,15.2,0.0,46.0,65.0,48.0,71.0,65.0,61.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,109.0,21.6,415.0,2.4,1.4,0.5,93.5,0.0,0.0,2.2,1.0,1.0,100.0,32.0,29.0,90.6,22.3,5.0,0.0,0.0,1.0,2.0,7.3,10.3,14.3,5.2,3.8000000000000003,51.3,48.7,0.5,14.0,9.9,422.0,3.1,2.1,416.0,98.3,0
02640010,0.0,0.0,0.0,49.2,0.0,0.0,0.0,44.5,4.8,49.2,23.0,100.0,103.0,100.0,14.1,0.0,45.0,38.0,40.0,54.0,53.0,51.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,80.0,22.6,325.0,4.3,1.5,0.0,93.5,0.0,0.3,0.3,1.0,1.0,100.0,30.0,25.0,83.3,18.0,5.0,0.0,0.0,2.0,6.0,5.8,15.6,13.0,6.9,0.0,44.3,55.7,0.6,18.2,9.5,330.0,2.4,1.2,326.0,98.8,0
02640015,0.0,0.0,0.0,59.9,0.0,0.0,0.0,54.4,5.6,59.9,37.8,100.0,180.0,100.0,17.0,0.0,80.0,68.0,95.0,86.0,115.0,94.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,156.0,23.0,636.0,2.2,1.4,0.6,94.5,0.0,0.0,1.3,1.0,1.0,100.0,48.0,40.0,83.3,30.8,7.0,0.0,0.0,0.0,3.0,10.5,20.0,20.0,5.4,1.0,52.4,47.6,0.6,11.5,11.8,647.0,2.9,1.2,641.0,98.0,0
02640020,0.0,0.0,0.0,42.9,0.0,0.0,0.0,38.9,4.0,42.9,26.3,100.0,133.0,100.0,14.5,0.0,48.0,53.0,39.0,55.0,64.0,57.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,109.0,19.9,385.0,3.1,0.8,0.5,94.5,0.0,0.5,0.5,1.0,1.0,100.0,32.0,27.0,84.4,21.3,5.0,0.0,0.0,1.0,3.5,4.5,10.3,12.5,10.1,1.0,50.1,49.9,1.3,11.7,12.7,393.0,5.3,3.3,381.0,97.6,0
02640305,0.0,0.0,0.0,60.5,0.0,0.0,0.0,48.9,11.6,60.5,41.4,97.6,195.0,95.4,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,273.0,0.0,0.0,0.0,0.0,0.0,530.0,376.0,17.9,531.0,1.9,0.9,0.6,95.7,0.0,0.2,0.8,1.0,1.0,100.0,44.0,37.0,84.1,40.6,0.0,0.0,0.8,1.4,9.6,10.200000000000001,10.0,14.8,14.0,0.5,54.0,46.0,0.2,14.5,6.4,551.0,6.4,4.0,532.0,97.0,0
02650405,1.0,1.0,0.0,59.2,0.0,0.0,0.0,50.0,11.3,61.2,40.6,97.5,154.0,100.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,167.0,168.0,0.0,0.0,0.0,0.0,0.0,505.0,310.0,17.2,507.0,1.6,2.6,2.4,92.1,0.0,0.0,1.4,1.0,0.0,0.0,39.0,36.0,92.3,33.1,7.0,0.0,0.5,3.0,9.3,13.0,9.700000000000001,14.3,9.0,3.0,54.6,45.4,0.4,16.2,18.7,513.0,2.7,1.8,505.0,98.8,0
02660305,2.0,1.0,0.0,111.9,0.0,0.0,0.0,96.5,18.4,114.9,66.2,100.0,316.0,96.2,12.6,46.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,250.0,257.0,0.0,0.0,0.0,0.0,0.0,835.0,617.0,17.8,850.0,8.0,18.7,4.1,66.1,0.1,0.0,2.9,1.0,1.0,100.0,68.0,59.0,86.8,54.9,10.5,0.0,0.8,4.0,21.4,18.6,21.900000000000002,25.2,19.0,4.8,48.9,51.1,1.1,18.9,9.1,856.0,6.8,5.4,835.0,95.6,0
02710030,0.0,1.2,2.3,80.0,0.0,0.0,0.2,65.0,18.7,83.7,46.6,97.9,247.0,98.4,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,466.0,0.0,0.0,0.0,0.0,0.0,940.0,431.0,27.1,950.0,1.8,14.9,5.1,75.8,0.1,0.1,2.2,1.0,0.0,0.0,59.0,48.0,81.4,43.6,2.0,0.0,1.0,6.0,10.2,13.5,14.5,23.1,14.5,2.0,50.4,49.6,0.8,15.3,14.9,952.0,3.6,2.0,940.0,97.7,0
02710305,0.0,0.0,3.0,87.2,0.0,0.0,1.4,85.2,6.5,91.7,52.7,100.0,229.0,100.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,524.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,452.0,28.7,1016.0,1.9,20.4,5.5,69.9,0.1,0.1,2.2,1.0,1.0,100.0,65.0,57.0,87.7,44.0,8.3,0.0,0.5,0.3,11.7,12.200000000000001,22.2,29.7,14.6,1.0,45.8,54.2,1.4,14.7,14.5,1015.0,4.7,3.2,991.0,97.6,0
02720005,0.0,1.0,0.0,30.4,0.0,0.0,0.0,28.8,2.6,31.4,15.7,100.0,61.0,100.0,9.2,24.0,15.0,20.0,11.0,21.0,24.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,51.0,14.2,156.0,1.9,0.0,9.0,78.8,0.6,0.0,9.6,1.0,1.0,100.0,17.0,14.0,82.4,12.8,2.9,0.0,0.0,2.0,1.2,7.1000000000000005,6.6000000000000005,7.8,5.8,1.0,55.8,44.2,0.0,16.0,21.2,156.0,7.1,7.1,145.0,100.0,0
02730305,0.0,0.0,0.0,57.1,0.0,0.0,0.0,42.9,14.2,57.1,48.1,100.0,259.0,98.8,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,181.0,204.0,0.0,0.0,0.0,0.0,0.0,596.0,346.0,20.4,604.0,1.0,0.8,2.0,94.0,0.0,0.2,2.0,1.0,1.0,100.0,51.0,42.0,82.4,48.1,0.0,0.0,0.0,2.5,10.3,17.0,11.200000000000001,7.0,9.0,0.0,50.0,50.0,0.0,15.4,17.5,624.0,6.4,4.2,610.0,95.7,0
02740015,1.0,0.0,1.5,24.9,0.0,0.0,0.0,25.2,2.2,27.4,19.2,98.0,101.0,97.0,15.0,0.0,48.0,46.0,36.0,45.0,43.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,81.0,20.0,289.0,2.4,12.5,12.5,66.8,0.0,0.0,5.9,1.0,1.0,100.0,28.0,21.0,75.0,17.7,1.0,0.0,0.5,0.1,5.0,4.5,6.5,6.1000000000000005,2.6,2.5,51.2,48.8,0.0,7.3,24.6,294.0,6.8,5.1,287.0,95.5,0
02740075,5.0,2.0,3.5,53.9,0.0,0.0,1.0,55.8,9.6,65.4,41.8,100.0,190.0,100.0,12.8,0.0,59.0,65.0,67.0,59.0,64.0,69.0,58.0,32.0,61.0,0.0,0.0,0.0,0.0,0.0,534.0,182.0,18.9,522.0,13.6,6.9,41.0,37.0,0.0,0.0,1.5,1.0,0.0,0.0,45.0,34.0,75.6,31.8,8.4,0.0,1.6,6.0,16.4,11.700000000000001,10.0,11.3,7.0,3.0,52.3,47.7,9.4,27.2,67.0,550.0,10.0,4.5,539.0,91.8,0
02740083,3.0,0.0,1.5,70.9,0.0,0.0,1.0,61.0,15.3,76.4,39.4,96.9,173.0,85.5,11.4,1.0,46.0,63.0,46.0,47.0,41.0,45.0,60.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,448.0,152.0,18.5,445.0,14.2,9.0,20.2,54.6,0.0,0.0,2.0,1.0,1.0,100.0,40.0,35.0,87.5,24.400000000000002,14.0,0.0,1.0,8.3,14.6,10.5,13.200000000000001,10.8,13.1,5.8,39.1,60.9,2.7,29.2,53.7,469.0,9.0,4.1,454.0,94.1,0
02740087,1.0,2.0,4.0,50.9,0.0,0.0,1.0,52.1,6.8,58.9,38.5,99.6,201.0,98.0,14.8,0.0,42.0,91.0,86.0,79.0,73.0,72.0,45.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,568.0,180.0,19.9,575.0,7.0,12.7,45.7,32.3,0.0,0.0,2.3,1.0,1.0,100.0,46.0,35.0,76.1,34.5,2.0,0.0,2.0,2.2,10.6,11.4,13.3,9.3,11.1,1.2,47.5,52.5,35.3,13.6,73.0,615.0,17.2,9.8,571.0,89.1,0
02740111,3.0,0.0,14.0,45.8,0.0,0.0,0.0,51.2,11.6,62.8,42.9,99.7,184.0,96.7,11.8,0.0,0.0,82.0,69.0,67.0,64.0,55.0,55.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,506.0,168.0,18.6,499.0,6.0,2.4,73.7,16.2,0.0,0.2,1.4,1.0,1.0,100.0,51.0,39.0,76.5,37.9,4.0,0.0,1.0,2.0,15.0,7.2,12.3,10.200000000000001,14.1,2.0,49.3,50.7,25.1,15.4,88.6,524.0,8.8,3.6,514.0,93.0,0
02740115,1.0,0.0,0.5,38.7,0.0,0.0,0.0,34.8,5.4,40.2,26.9,99.5,131.0,99.2,13.7,18.0,39.0,46.0,23.0,36.0,36.0,43.0,33.0,48.0,46.0,0.0,0.0,0.0,0.0,0.0,368.0,117.0,19.8,367.0,17.7,7.9,21.8,50.1,0.0,0.0,2.5,1.0,1.0,100.0,28.0,24.0,85.7,23.1,3.0,0.0,0.8,2.4,2.9,4.8,6.0,10.6,11.6,1.9000000000000001,46.6,53.4,5.2,21.8,61.0,383.0,9.9,5.7,369.0,93.5,0
02740120,2.0,3.0,0.5,63.9,0.0,0.0,0.0,57.9,11.4,69.4,38.0,100.0,166.0,100.0,11.0,0.0,41.0,47.0,34.0,42.0,44.0,49.0,66.0,30.0,65.0,0.0,0.0,0.0,0.0,0.0,418.0,164.0,16.6,420.0,18.1,10.5,44.5,26.2,0.0,0.0,0.7,1.0,0.0,0.0,39.0,35.0,89.7,27.0,9.0,0.0,2.0,6.0,11.3,6.0,11.8,15.3,14.6,4.4,44.5,55.5,26.0,29.3,83.3,443.0,12.0,6.3,420.0,92.9,0
02750005,0.0,0.0,0.0,69.4,0.0,0.0,1.0,61.2,9.2,70.4,39.4,100.0,189.0,100.0,14.0,33.0,69.0,74.0,65.0,80.0,74.0,80.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,149.0,18.5,560.0,0.4,0.7,3.9,91.3,0.0,0.2,3.6,1.0,1.0,100.0,42.0,41.0,97.6,34.4,5.0,0.0,0.0,0.0,6.5,9.6,22.400000000000002,16.0,15.700000000000001,0.2,47.1,52.9,2.1,18.6,13.0,575.0,7.0,4.9,554.0,96.6,0
02760305,0.0,0.0,0.0,64.3,2.0,0.0,0.0,49.4,16.9,66.3,41.6,100.0,253.0,100.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,188.0,167.0,0.0,0.0,0.0,0.0,0.0,531.0,381.0,16.4,538.0,0.6,11.3,1.9,85.1,0.0,0.0,1.1,1.0,1.0,100.0,42.0,42.0,100.0,38.0,3.6,0.0,0.0,2.0,12.0,18.0,11.9,13.1,7.3,2.0,49.6,50.4,1.7,10.4,3.5,538.0,2.2,1.7,531.0,99.1,0
02770415,6.0,1.0,16.0,108.7,0.0,0.0,0.0,82.7,49.1,131.7,75.7,98.7,393.0,96.4,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,199.0,164.0,186.0,117.0,100.0,90.0,0.0,1044.0,427.0,18.4,1075.0,1.7,1.0,49.7,47.2,0.1,0.0,0.4,,,,,,,62.7,11.1,0.0,2.0,9.0,23.1,22.0,23.0,34.5,17.0,3.1,47.9,52.1,12.0,16.4,68.4,1129.0,16.4,10.6,1049.0,90.0,1
02780305,0.0,0.6,2.0,84.5,0.0,0.0,0.0,72.1,15.0,87.1,50.1,100.0,211.0,100.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,156.0,157.0,128.0,156.0,0.0,0.0,0.0,0.0,0.0,597.0,313.0,17.6,602.0,1.7,1.3,6.0,86.0,0.0,0.5,4.5,1.0,1.0,100.0,53.0,44.0,83.0,43.1,6.9,0.0,0.0,2.0,11.7,16.1,23.6,17.400000000000002,14.8,1.5,49.2,50.8,0.0,12.0,31.9,607.0,3.8,1.8,600.0,97.3,0
02810095,7.0,0.0,7.9,42.2,0.0,0.0,0.0,54.2,2.9,57.1,36.7,97.3,234.0,99.1,10.7,81.0,39.0,37.0,41.0,41.0,38.0,33.0,27.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,392.0,272.0,12.4,395.0,25.3,1.8,45.6,20.0,0.0,0.0,7.3,1.0,1.0,100.0,39.0,31.0,79.5,31.7,4.0,0.0,1.0,4.0,5.9,10.8,17.5,8.0,8.0,3.0,54.4,45.6,5.6,6.6,67.3,402.0,4.0,2.0,396.0,97.5,0
02810205,7.0,1.0,3.9,49.4,0.0,0.0,3.0,44.5,19.8,64.3,48.7,91.8,220.0,95.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,109.0,102.0,97.0,92.0,81.0,96.0,0.0,681.0,288.0,19.6,699.0,24.2,0.9,41.3,26.2,0.0,0.0,7.4,1.0,0.0,0.0,48.0,37.0,77.1,44.800000000000004,2.6,0.0,1.3,4.9,11.8,16.7,14.0,10.0,7.0,0.0,50.8,49.2,3.0,10.7,64.8,718.0,8.2,4.6,687.0,95.9,0
02810310,12.0,1.0,19.0,97.7,0.0,0.0,0.0,96.9,32.8,129.7,75.3,93.4,415.0,93.7,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,324.0,285.0,0.0,0.0,0.0,0.0,0.0,944.0,461.0,17.6,939.0,14.1,1.8,71.9,9.3,0.1,0.1,2.8,1.0,0.0,0.0,80.0,53.0,66.3,55.7,17.6,0.0,2.0,7.0,23.8,21.0,30.900000000000002,27.2,18.900000000000002,1.0,51.3,48.7,27.2,23.3,94.7,1050.0,23.3,13.4,954.0,84.4,0
