school_code,African American (#),Asian (#),Hispanic (#),White (#),Native American (#),"Native Hawaiian, Pacific Islander (#)","Multi-Race,Non-Hispanic (#)",Females (#),Males (#),FTE Count,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,Total # of Classes,Average Class Size,Number of Students,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained,General Education (#),Special Education (#),Career Vocational Technical (#),English Language Learner (#),<26 yrs (# ),26-32 yrs (#),33-40 yrs (#),41-48 yrs (#),49-56 yrs (#),57-64 yrs (#),Over 64 yrs (#),Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability,Principal Total_is_nan
01170505,0.0,0.0,0.0,38.1,0.0,0.3,0.0,24.7,13.7,38.4,25.4,100.0,162.0,100.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,50.0,53.0,41.0,44.0,41.0,0.0,278.0,190.0,13.9,277.0,2.5,2.9,4.7,85.9,0.0,0.7,3.2,1.0,1.0,100.0,28.0,23.0,82.1,23.2,2.0,0.0,0.2,6.7,9.3,4.0,5.2,8.0,3.7,1.5,55.6,44.4,2.5,9.4,17.7,288.0,7.3,3.8,279.0,95.7,0
01180005,0.0,0.0,0.0,64.5,0.0,0.0,0.0,56.4,8.0,64.5,39.3,100.0,205.0,100.0,14.8,0.0,89.0,70.0,80.0,73.0,87.0,92.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,242.0,19.9,583.0,1.7,1.2,0.3,96.2,0.0,0.2,0.3,1.0,1.0,100.0,38.0,38.0,100.0,35.300000000000004,4.0,0.0,0.0,0.0,9.8,11.4,13.0,17.0,11.5,1.8,48.9,51.1,0.2,13.2,15.4,597.0,5.5,3.5,582.0,96.9,0
01220305,0.0,0.0,1.0,81.9,0.0,0.0,0.0,67.4,15.5,82.9,60.6,100.0,286.0,100.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,208.0,233.0,223.0,233.0,0.0,0.0,0.0,0.0,0.0,897.0,514.0,20.7,903.0,0.6,1.7,0.4,97.1,0.0,0.0,0.2,1.0,1.0,100.0,58.0,55.0,94.8,47.0,13.6,0.0,0.0,2.0,11.5,19.5,15.0,12.0,19.0,4.0,45.6,54.4,0.7,18.3,6.8,905.0,1.4,0.7,899.0,99.2,0
01250505,1.0,0.0,0.0,66.1,0.0,0.0,0.0,49.1,17.9,67.1,50.0,100.0,251.0,100.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,102.0,106.0,106.0,114.0,99.0,114.0,0.0,740.0,323.0,17.5,743.0,2.0,7.9,1.5,87.1,0.1,0.1,1.2,1.0,1.0,100.0,55.0,47.0,85.5,48.4,1.6,0.0,0.0,1.0,9.3,9.4,15.5,16.7,13.1,2.1,50.1,49.9,0.3,10.1,3.0,751.0,2.8,1.6,744.0,98.1,0
01270005,0.0,0.0,0.0,38.4,0.0,0.0,0.0,34.0,4.4,38.4,20.3,98.0,86.0,86.0,12.6,25.0,33.0,31.0,32.0,41.0,32.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,110.0,17.3,253.0,0.0,0.8,2.4,94.9,0.0,0.0,2.0,1.0,1.0,100.0,24.0,19.0,79.2,18.3,2.0,0.0,0.0,2.9,8.0,4.4,9.5,9.0,3.6,1.0,46.6,53.4,0.0,13.0,10.3,265.0,6.4,2.6,258.0,96.1,0
01270505,0.0,0.0,0.0,30.6,0.0,0.0,0.0,20.7,9.9,30.6,19.6,99.0,104.0,100.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,31.0,42.0,31.0,33.0,0.0,194.0,138.0,11.6,194.0,2.6,1.5,1.5,92.3,0.0,0.0,2.1,1.0,0.0,0.0,23.0,21.0,91.3,17.900000000000002,1.6,0.0,0.0,2.0,7.7,7.3,2.3000000000000003,8.4,2.9,0.0,51.0,49.0,0.0,19.1,17.5,194.0,1.0,0.0,194.0,99.0,0
01280035,0.0,0.0,0.0,40.3,0.0,0.0,0.0,33.4,6.9,40.3,23.8,100.0,144.0,100.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,137.0,139.0,0.0,0.0,0.0,0.0,0.0,416.0,155.0,21.3,418.0,3.8,1.4,14.8,79.7,0.0,0.2,0.0,1.0,0.0,0.0,27.0,20.0,74.1,21.8,2.0,0.0,0.0,2.6,0.0,7.2,9.6,12.0,7.8,1.0,46.9,53.1,1.2,24.2,38.0,427.0,4.9,2.8,416.0,97.6,0
01280050,0.0,0.0,4.0,68.8,0.0,0.0,0.0,50.9,21.9,72.8,40.7,100.0,208.0,94.2,12.7,0.0,0.0,0.0,0.0,0.0,0.0,128.0,126.0,117.0,146.0,0.0,0.0,0.0,0.0,0.0,517.0,228.0,17.9,531.0,5.3,2.3,34.8,56.5,0.2,0.0,0.9,1.0,1.0,100.0,48.0,29.0,60.4,34.6,6.0,0.0,0.0,6.4,9.0,8.9,14.9,13.4,19.3,1.0,48.6,51.4,14.9,30.3,60.3,562.0,14.1,8.5,519.0,93.1,0
01280085,0.0,0.0,1.0,37.9,0.0,0.0,0.0,28.8,10.1,38.9,26.5,100.0,139.0,100.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,114.0,122.0,130.0,133.0,0.0,0.0,0.0,0.0,0.0,499.0,154.0,25.4,488.0,3.5,2.0,21.3,71.7,0.2,0.0,1.2,1.0,1.0,100.0,29.0,26.0,89.7,24.5,2.0,0.0,0.0,2.5,5.0,7.2,6.1000000000000005,9.700000000000001,8.4,0.0,41.8,58.2,2.9,19.7,51.8,514.0,8.8,3.5,501.0,93.6,0
01280100,0.0,0.0,0.0,77.2,0.0,0.0,0.0,60.5,16.7,77.2,54.5,98.2,306.0,96.4,16.4,0.0,21.0,40.0,25.0,29.0,38.0,150.0,203.0,181.0,206.0,0.0,0.0,0.0,0.0,0.0,893.0,344.0,22.0,900.0,4.0,1.9,36.1,57.1,0.1,0.2,0.6,1.0,1.0,100.0,53.0,43.0,81.1,49.0,5.5,0.0,0.0,9.5,13.5,16.0,14.200000000000001,13.5,7.5,3.0,48.6,51.4,6.8,14.0,67.0,960.0,12.9,7.2,904.0,92.5,0
01310410,0.0,0.0,2.5,96.4,0.0,0.0,0.0,78.9,20.1,98.9,62.0,98.4,286.0,100.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,339.0,316.0,0.0,0.0,0.0,0.0,0.0,973.0,445.0,19.2,975.0,1.0,1.3,1.9,93.1,0.0,0.1,2.5,1.0,1.0,100.0,71.0,65.0,91.5,54.7,7.3,0.0,0.0,11.2,14.5,23.900000000000002,12.0,17.6,16.4,3.3000000000000003,49.5,50.5,0.1,15.6,5.2,981.0,1.6,1.0,973.0,99.2,0
01330025,0.4,0.0,0.0,30.1,0.0,0.0,2.0,29.4,3.1,32.5,21.5,98.1,78.0,100.0,14.2,0.0,0.0,0.0,0.0,0.0,103.0,107.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,39.0,22.7,297.0,15.8,4.0,7.7,68.0,0.0,0.0,4.4,1.0,1.0,100.0,21.0,14.0,66.7,15.700000000000001,5.3,0.0,0.5,4.3,7.0,11.4,2.0,4.2,3.6,0.0,47.8,52.2,6.4,17.5,39.1,314.0,8.9,5.1,305.0,93.8,0
01330505,1.0,1.0,0.0,47.9,1.0,0.0,0.0,34.9,16.0,50.9,36.7,97.3,181.0,98.9,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,108.0,81.0,56.0,70.0,64.0,4.0,482.0,246.0,15.5,481.0,19.5,4.6,5.6,65.9,0.0,0.2,4.2,1.0,1.0,100.0,36.0,23.0,63.9,33.4,2.7,0.0,0.6,4.2,14.7,9.0,6.0,11.0,6.0,0.0,49.9,50.1,1.7,11.6,45.9,503.0,8.5,5.4,485.0,94.8,0
01350005,0.0,0.0,0.0,30.4,0.0,0.0,0.0,27.0,3.4,30.4,17.4,100.0,75.0,100.0,13.4,30.0,30.0,22.0,31.0,24.0,34.0,36.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,65.0,17.8,229.0,2.6,1.7,3.1,92.1,0.4,0.0,0.0,1.0,1.0,100.0,23.0,19.0,82.6,12.4,5.0,0.0,0.0,3.0,4.0,9.1,4.8,6.0,2.6,1.0,48.9,51.1,0.0,16.2,28.4,240.0,8.3,4.6,234.0,94.0,0
01360305,1.0,1.0,1.0,94.2,0.0,0.0,0.0,82.7,14.5,97.2,52.0,92.3,248.0,92.7,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,220.0,222.0,0.0,0.0,0.0,0.0,0.0,657.0,418.0,13.3,658.0,0.9,3.0,2.3,91.2,0.0,0.0,2.6,1.0,1.0,100.0,55.0,47.0,85.5,41.1,10.9,0.0,0.0,4.6,11.0,18.8,26.8,16.1,18.0,2.0,49.5,50.5,0.9,19.8,4.7,662.0,1.2,0.5,659.0,99.2,0
01370015,0.0,0.0,16.0,58.5,0.0,1.0,0.0,68.5,7.0,75.5,31.0,100.0,126.0,100.0,12.3,0.0,46.0,47.0,35.0,51.0,42.0,33.0,37.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,381.0,171.0,18.8,389.0,0.3,1.8,59.6,37.3,0.3,0.0,0.8,1.0,0.0,0.0,35.0,28.0,80.0,24.0,6.0,0.0,1.0,0.0,18.0,14.0,15.5,10.5,14.5,3.0,46.8,53.2,16.2,23.1,76.1,430.0,26.7,20.9,386.0,81.6,0
01370025,2.8,0.0,8.5,46.0,0.0,0.0,0.0,50.9,6.3,57.2,36.7,97.8,155.0,97.4,10.7,0.0,43.0,50.0,36.0,44.0,45.0,40.0,48.0,41.0,46.0,0.0,0.0,0.0,0.0,0.0,393.0,232.0,15.5,410.0,4.4,0.2,91.0,4.1,0.0,0.0,0.2,1.0,1.0,100.0,38.0,33.0,86.8,28.7,4.0,0.0,4.0,2.5,6.4,9.8,17.400000000000002,7.0,12.1,2.0,49.8,50.2,41.0,21.5,97.3,473.0,31.1,22.2,401.0,81.3,0
01370030,0.0,0.0,18.0,98.3,0.0,0.0,0.0,98.2,18.1,116.2,60.5,96.7,308.0,86.4,11.0,0.0,78.0,86.0,75.0,72.0,65.0,59.0,76.0,73.0,80.0,0.0,0.0,0.0,0.0,0.0,664.0,415.0,14.7,658.0,4.3,0.8,88.1,6.7,0.0,0.0,0.2,1.0,1.0,100.0,64.0,53.0,82.8,41.7,10.700000000000001,0.0,8.0,4.8,15.0,21.3,26.5,28.7,19.0,1.0,47.4,52.6,38.0,25.2,95.6,760.0,32.4,19.7,678.0,75.8,0
01370040,2.0,0.0,22.0,56.9,0.0,0.0,0.0,71.0,10.0,80.9,50.9,98.0,206.0,91.7,11.1,0.0,90.0,89.0,61.0,56.0,55.0,49.0,61.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,565.0,280.0,15.9,559.0,0.9,1.3,96.1,1.6,0.0,0.0,0.2,1.0,1.0,100.0,51.0,44.0,86.3,36.0,11.0,0.0,3.9,6.0,11.0,15.0,18.0,15.0,14.9,1.0,48.1,51.9,45.4,21.3,98.0,632.0,27.5,15.8,578.0,79.2,0
01370045,0.0,0.0,11.0,57.2,0.0,0.0,0.0,61.2,7.0,68.2,44.0,100.0,190.0,100.0,10.6,0.0,65.0,54.0,61.0,52.0,41.0,38.0,48.0,61.0,47.0,0.0,0.0,0.0,0.0,0.0,467.0,250.0,16.8,445.0,2.2,1.1,76.9,18.7,0.0,0.0,1.1,1.0,1.0,100.0,48.0,40.0,83.3,35.0,6.0,0.0,3.0,4.0,8.0,13.0,16.2,15.0,10.0,2.0,50.1,49.9,21.6,17.1,88.3,511.0,29.4,19.2,468.0,77.1,0
01370055,1.0,0.0,20.0,64.5,0.0,0.0,0.0,75.5,10.0,85.6,48.0,100.0,300.0,98.7,11.7,0.0,65.0,57.0,66.0,61.0,64.0,57.0,57.0,64.0,71.0,0.0,0.0,0.0,0.0,0.0,562.0,515.0,16.6,587.0,2.9,0.3,72.4,22.7,0.0,0.0,1.7,1.0,1.0,100.0,49.0,40.0,81.6,37.0,7.0,0.0,4.0,5.0,8.0,14.0,26.0,19.5,13.0,0.0,45.5,54.5,18.7,25.6,81.9,599.0,16.0,10.0,565.0,89.0,0
01370060,3.0,0.0,26.0,53.8,0.0,0.0,0.0,69.5,13.3,82.8,45.1,95.6,224.0,86.6,12.2,0.0,62.0,65.0,58.0,56.0,65.0,56.0,66.0,66.0,56.0,0.0,0.0,0.0,0.0,0.0,550.0,229.0,22.3,550.0,5.8,1.3,76.2,16.5,0.0,0.0,0.2,1.0,1.0,100.0,45.0,38.0,84.4,32.6,8.5,0.0,4.0,9.2,22.2,13.3,13.8,14.8,8.5,1.0,43.6,56.4,26.4,25.5,88.2,601.0,24.1,15.3,555.0,82.2,0
01370525,1.0,0.0,22.0,38.2,0.0,0.0,0.0,42.2,19.0,61.2,24.2,92.7,246.0,96.3,5.6,0.0,3.0,3.0,3.0,6.0,14.0,10.0,16.0,15.0,17.0,21.0,14.0,7.0,7.0,0.0,136.0,217.0,6.3,153.0,3.9,1.3,85.6,8.5,0.0,0.0,0.7,1.0,0.0,0.0,26.0,20.0,76.9,12.5,9.700000000000001,0.0,2.0,6.0,5.0,12.8,15.0,12.4,9.0,1.0,19.6,80.4,39.2,98.7,96.1,177.0,46.9,29.9,142.0,66.2,0
01380010,0.0,1.0,0.0,78.2,0.0,0.0,0.0,73.2,6.1,79.2,42.0,100.0,188.0,100.0,14.9,0.0,85.0,82.0,90.0,94.0,89.0,88.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,244.0,19.7,630.0,0.8,2.5,4.1,90.0,0.8,0.0,1.7,1.0,1.0,100.0,46.0,41.0,89.1,35.7,6.0,0.0,0.3,5.0,8.5,19.3,16.1,20.2,9.1,1.0,49.4,50.6,2.4,18.6,13.0,636.0,2.7,1.7,625.0,99.0,0
01380505,0.0,0.0,1.0,61.0,0.0,0.0,1.0,46.9,16.1,63.0,36.3,100.0,166.0,100.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.0,86.0,89.0,82.0,86.0,0.0,536.0,278.0,17.5,538.0,0.9,2.0,2.0,94.2,0.0,0.0,0.7,1.0,1.0,100.0,45.0,38.0,84.4,30.6,5.4,0.0,0.3,7.6,16.7,9.6,9.8,12.0,6.3,1.0,50.0,50.0,0.2,15.6,10.2,540.0,2.0,1.1,536.0,98.7,0
01390305,0.0,0.0,0.0,82.2,0.0,0.0,0.0,61.9,20.3,82.2,59.1,100.0,288.0,98.6,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,264.0,258.0,0.0,0.0,0.0,0.0,0.0,783.0,480.0,20.8,795.0,0.1,6.3,1.8,90.3,0.3,0.0,1.3,1.0,1.0,100.0,62.0,55.0,88.7,49.800000000000004,9.0,0.0,0.3,1.0,12.5,19.2,19.1,15.0,14.4,1.0,50.4,49.6,1.0,13.0,3.0,795.0,2.1,1.6,783.0,99.4,0
01410410,0.0,0.0,1.0,62.5,0.0,0.0,0.0,53.5,10.0,63.5,39.8,100.0,248.0,98.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,284.0,18.6,464.0,0.2,2.2,5.0,90.5,0.2,0.0,1.9,1.0,1.0,100.0,40.0,33.0,82.5,33.6,5.0,0.0,1.1,3.0,11.8,12.4,14.4,16.8,5.0,0.0,48.7,51.3,3.9,20.3,25.6,464.0,4.3,0.9,460.0,96.5,0
01410505,0.0,1.0,1.0,142.2,0.0,0.0,0.0,112.3,31.9,144.2,92.4,97.7,481.0,96.3,12.1,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,220.0,188.0,200.0,208.0,0.0,1119.0,577.0,15.3,1161.0,1.3,2.3,5.5,88.9,0.0,0.0,2.0,1.0,1.0,100.0,95.0,83.0,87.4,80.60000000000001,9.8,0.0,2.0,5.0,31.0,38.5,29.900000000000002,21.3,15.5,2.9,52.0,48.0,3.8,16.3,19.6,1171.0,8.5,5.5,1129.0,95.0,0
01420305,0.0,0.0,1.0,28.3,0.0,0.0,0.0,24.3,5.0,29.3,18.7,100.0,97.0,100.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,65.0,82.0,0.0,0.0,0.0,0.0,0.0,239.0,163.0,15.7,246.0,0.8,0.4,1.2,95.5,0.0,0.4,1.6,1.0,1.0,100.0,21.0,19.0,90.5,16.9,1.9000000000000001,0.0,0.0,3.6,1.0,3.0,9.0,5.9,3.0,3.8000000000000003,46.3,53.7,0.4,18.3,39.0,252.0,8.3,4.8,246.0,93.9,0
01440305,0.0,0.0,0.0,62.0,0.0,0.0,0.4,49.1,13.4,62.4,37.1,100.0,153.0,100.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,150.0,191.0,0.0,0.0,0.0,0.0,0.0,490.0,216.0,23.2,486.0,1.0,2.9,3.3,90.7,0.0,0.0,2.1,1.0,0.0,0.0,39.0,36.0,92.3,31.2,5.8,0.0,0.1,4.0,3.9,10.4,17.3,13.0,11.6,2.2,46.7,53.3,1.0,14.2,11.9,493.0,2.8,1.4,490.0,97.8,0
01450020,0.0,0.0,0.0,57.7,0.0,0.0,0.0,52.8,4.9,57.7,33.9,100.0,169.0,100.0,20.6,0.0,0.0,0.0,0.0,177.0,177.0,184.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,230.0,24.8,698.0,1.3,1.3,0.3,96.4,0.0,0.0,0.7,1.0,1.0,100.0,38.0,35.0,92.1,28.900000000000002,5.0,0.0,0.0,1.0,8.5,8.5,15.9,10.0,12.8,1.0,49.3,50.7,0.0,14.3,16.0,710.0,3.8,1.5,701.0,97.4,0
01480005,0.0,0.0,1.0,40.1,0.0,0.0,0.0,38.3,2.9,41.1,19.6,100.0,80.0,100.0,11.3,13.0,20.0,28.0,19.0,32.0,38.0,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,93.0,18.0,228.0,2.2,1.3,0.9,94.3,0.0,0.0,1.3,1.0,1.0,100.0,22.0,20.0,90.9,16.1,3.5,0.0,0.0,3.0,1.0,3.8000000000000003,8.0,11.1,13.4,0.8,49.1,50.9,0.4,24.1,23.2,234.0,6.4,4.3,225.0,97.3,0
01490015,0.0,0.0,10.0,59.0,0.0,0.0,0.0,61.0,8.0,69.0,48.0,100.0,193.0,88.6,12.5,0.0,0.0,0.0,90.0,79.0,85.0,83.0,85.0,100.0,79.0,0.0,0.0,0.0,0.0,0.0,601.0,204.0,21.5,607.0,0.8,1.3,94.1,3.6,0.0,0.0,0.2,1.0,0.0,0.0,44.0,34.0,77.3,38.0,8.0,0.0,2.0,8.0,13.0,11.0,16.0,14.0,7.0,0.0,47.1,52.9,26.0,23.2,91.9,673.0,19.6,13.5,604.0,89.6,0
01490016,1.0,0.0,5.0,42.1,0.0,0.0,1.0,37.0,12.0,49.1,33.7,100.0,168.0,100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,133.0,131.0,0.0,0.0,0.0,0.0,0.0,413.0,258.0,20.0,424.0,2.6,3.5,90.1,3.5,0.0,0.0,0.2,1.0,0.0,0.0,43.0,28.0,65.1,24.8,6.9,0.0,2.0,8.0,5.0,8.0,13.0,5.0,9.0,1.0,48.8,51.2,19.8,29.2,88.7,449.0,16.0,10.7,414.0,91.1,0
01490017,1.0,0.0,11.0,41.0,0.0,0.0,0.0,39.0,14.0,53.0,37.0,97.3,160.0,92.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,119.0,104.0,142.0,0.0,0.0,0.0,0.0,0.0,482.0,241.0,20.4,492.0,0.8,0.0,97.4,1.8,0.0,0.0,0.0,1.0,1.0,100.0,40.0,30.0,75.0,31.0,4.0,0.0,2.0,8.0,11.0,10.0,13.0,6.0,4.0,1.0,50.6,49.4,23.4,17.3,95.9,517.0,15.3,11.0,483.0,90.7,0
01490025,1.0,0.0,6.0,49.0,0.0,0.0,1.0,40.0,17.0,57.0,40.0,97.5,186.0,99.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,118.0,124.0,134.0,135.0,0.0,0.0,0.0,0.0,0.0,511.0,290.0,17.7,504.0,1.4,2.0,92.3,4.4,0.0,0.0,0.0,1.0,1.0,100.0,39.0,33.0,84.6,31.3,6.0,0.0,2.8000000000000003,2.0,8.0,22.0,9.0,11.0,5.0,0.0,52.6,47.4,13.5,22.0,93.7,542.0,15.7,8.7,513.0,89.1,0
01490027,0.0,1.0,6.0,53.0,0.0,0.0,0.0,47.0,13.0,60.0,38.0,100.0,192.0,100.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,127.0,136.0,137.0,145.0,0.0,0.0,0.0,0.0,0.0,545.0,270.0,22.4,558.0,2.3,0.4,88.7,8.1,0.0,0.0,0.5,1.0,1.0,100.0,36.0,32.0,88.9,32.1,4.9,0.0,1.0,1.0,14.0,16.0,11.0,14.0,4.0,0.0,50.2,49.8,15.4,17.2,87.6,593.0,15.5,11.5,545.0,91.9,0
01490045,0.0,0.0,10.0,24.1,1.0,0.0,0.0,24.1,11.0,35.1,24.0,100.0,88.0,89.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,108.0,0.0,0.0,0.0,0.0,0.0,222.0,123.0,17.0,240.0,0.4,0.8,95.8,2.9,0.0,0.0,0.0,1.0,0.0,0.0,32.0,18.0,56.3,17.0,5.0,0.0,2.0,5.0,8.0,6.0,7.0,2.1,7.0,0.0,43.3,56.7,27.5,18.8,97.5,259.0,32.0,25.5,223.0,78.9,0
01490050,0.0,1.0,11.0,69.6,1.0,0.0,0.0,69.0,13.5,82.6,53.1,100.0,253.0,99.6,13.9,0.0,0.0,95.0,116.0,100.0,72.0,89.0,86.0,94.0,87.0,0.0,0.0,0.0,0.0,0.0,739.0,239.0,19.8,739.0,0.7,0.3,96.8,2.3,0.0,0.0,0.0,1.0,1.0,100.0,54.0,43.0,79.6,40.6,10.5,0.0,2.0,3.0,16.0,18.0,19.0,13.5,11.0,2.0,45.6,54.4,29.6,24.0,91.3,811.0,20.8,13.9,741.0,86.6,0
01490080,1.0,0.0,11.0,66.0,0.0,0.0,0.0,72.0,6.0,78.0,44.2,97.7,207.0,92.8,15.6,0.0,75.0,79.0,81.0,68.0,81.0,84.0,67.0,80.0,76.0,0.0,0.0,0.0,0.0,0.0,691.0,220.0,20.4,685.0,1.5,4.2,87.2,6.6,0.0,0.0,0.6,1.0,1.0,100.0,44.0,34.0,77.3,37.300000000000004,5.9,0.0,1.0,6.0,16.0,17.0,13.0,14.0,12.0,0.0,50.8,49.2,24.7,21.9,87.7,728.0,14.8,9.2,691.0,89.7,0
01490090,0.0,0.0,3.0,12.1,0.0,0.0,0.0,11.1,4.0,15.1,9.0,77.8,21.0,100.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,21.0,27.9,119.0,0.8,0.0,96.6,2.5,0.0,0.0,0.0,,,,,,,7.0,1.0,0.0,1.0,8.0,7.0,0.0,0.0,0.1,0.0,0.0,44.5,55.5,26.9,21.0,100.0,129.0,17.8,10.1,117.0,90.6,1
01490525,0.0,0.0,5.0,39.0,0.0,0.0,0.0,35.0,9.0,44.0,32.0,100.0,188.0,98.9,14.4,0.0,0.0,0.0,0.0,0.0,0.0,119.0,103.0,117.0,123.0,0.0,0.0,0.0,0.0,0.0,462.0,233.0,22.2,468.0,2.6,4.3,77.6,15.4,0.0,0.0,0.2,1.0,1.0,100.0,33.0,31.0,93.9,27.0,4.0,0.0,1.0,1.0,6.0,12.0,6.0,8.0,11.0,0.0,49.4,50.6,7.9,17.9,78.6,495.0,12.1,8.5,463.0,94.0,0
01490537,2.0,0.0,47.0,63.5,1.0,0.0,3.0,77.0,39.5,116.5,33.0,97.0,197.0,86.8,5.9,0.0,0.0,7.0,12.0,13.0,15.0,11.0,15.0,19.0,22.0,19.0,20.0,18.0,17.0,7.0,195.0,275.0,5.3,205.0,5.9,0.0,81.0,13.2,0.0,0.0,0.0,1.0,1.0,100.0,35.0,28.0,80.0,3.8000000000000003,29.3,0.0,0.0,5.0,34.0,31.0,22.0,13.5,9.0,2.0,18.0,82.0,3.9,98.0,89.3,241.0,37.3,21.2,199.0,75.9,0
01500025,0.0,0.0,2.0,56.3,0.0,0.0,0.0,56.3,2.0,58.3,32.3,100.0,130.0,92.3,10.9,15.0,38.0,50.0,44.0,53.0,58.0,51.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,87.0,18.0,361.0,1.1,4.4,6.1,84.5,0.0,0.0,3.9,1.0,1.0,100.0,32.0,31.0,96.9,28.3,4.0,0.0,0.0,0.7,9.0,9.0,13.700000000000001,16.0,10.0,0.0,50.7,49.3,3.3,11.9,38.5,372.0,7.3,4.8,356.0,96.9,0
01500505,0.0,1.0,0.0,58.4,0.0,0.0,0.0,41.7,17.7,59.4,39.5,97.5,203.0,94.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,70.0,63.0,58.0,80.0,79.0,0.0,397.0,270.0,11.6,320.0,0.9,2.2,6.9,89.1,0.3,0.0,0.6,1.0,0.0,0.0,44.0,40.0,90.9,32.6,4.4,1.5,1.0,2.0,7.0,10.9,8.2,20.8,8.5,2.0,54.7,45.3,2.2,9.7,31.6,409.0,7.6,3.9,401.0,94.3,0
01510015,0.0,0.0,0.0,42.8,0.0,0.0,0.0,32.9,9.9,42.8,25.8,100.0,120.0,100.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,128.0,136.0,0.0,0.0,0.0,0.0,0.0,398.0,174.0,21.1,409.0,3.4,1.5,4.6,89.2,0.0,0.0,1.2,1.0,0.0,0.0,26.0,23.0,88.5,25.8,0.0,0.0,0.0,1.0,6.0,8.8,8.0,9.0,8.0,2.0,49.6,50.4,1.0,14.9,41.1,410.0,5.9,3.4,399.0,96.7,0
01520505,0.0,0.0,0.0,66.9,0.0,0.0,0.0,41.4,25.5,66.9,48.0,100.0,283.0,100.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,66.0,65.0,53.0,61.0,69.0,70.0,4.0,439.0,341.0,12.0,434.0,1.2,3.5,3.0,89.2,0.7,0.9,1.6,1.0,1.0,100.0,47.0,42.0,89.4,43.0,4.7,0.0,0.3,4.0,5.0,6.5,19.0,19.0,12.3,1.0,50.9,49.1,0.5,9.0,13.4,441.0,3.2,1.1,439.0,97.3,0
01530045,0.0,0.0,1.0,67.2,0.0,0.0,0.0,56.1,12.1,68.2,38.6,100.0,191.0,97.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,199.0,166.0,0.0,0.0,0.0,0.0,0.0,542.0,306.0,18.5,551.0,6.2,2.5,28.1,61.2,0.5,0.2,1.3,1.0,0.0,0.0,41.0,36.0,87.8,31.900000000000002,4.9,0.0,1.8,3.0,5.0,13.1,17.2,19.6,6.3,4.0,47.0,53.0,6.9,25.8,50.3,580.0,10.7,6.7,548.0,94.5,0
